parameter,standard_deviation
db1,0.07188509314073123
db2,0.07300903817432829
sp,0.4913004233011151
base_v,0.13258811230208187
choice_probs[0],0.011372975536046444
choice_probs[1],0.011203422912177446
choice_probs[2],0.011404617780846693
choice_probs[3],0.011833772933980717
rt_alpha,0.1325881123020819
rt_beta,0.13258811230208187
