parameter,standard_deviation
db1,0.06937912401193261
db2,0.07481077871331139
sp,0.45219038225939046
base_v,0.13087556177751372
choice_probs[0],0.01021368951946624
choice_probs[1],0.011689332510439446
choice_probs[2],0.011237739315707682
choice_probs[3],0.011044148619431036
rt_alpha,0.1308755617775136
rt_beta,0.13087556177751372
