subject_id,parameter,mean,std,median,q025,q975,parameter_type
42,db1,0.38867212233093673,0.06979932996827641,0.40063588184438137,0.23487836621099448,0.49877448317372336,scalar
42,db2,0.3646973960210432,0.07701807182918263,0.37532749969257895,0.21029033291493543,0.47238150694384073,scalar
42,sp,0.8089923113408318,0.39497795379518585,0.7772519681215875,0.23447538938227822,1.6514654051564606,scalar
42,base_v,2.255838390228164,0.10911753891470082,2.257227484120141,2.0427136060487188,2.4697152397184765,scalar
42,choice_probs[0],0.2909441011529142,0.012477235016781215,0.29130870231602685,0.26786850200125106,0.3143699995422684,vector_element
42,choice_probs[1],0.24490641468376106,0.01185148951730001,0.24594626520833637,0.21984455606683498,0.26897566123333505,vector_element
42,choice_probs[2],0.25202757175510965,0.011980652240703027,0.2510232866861013,0.22803240199433447,0.27845365639374076,vector_element
42,choice_probs[3],0.2121219124082151,0.0106401465742539,0.21159327619141932,0.1922460801364974,0.2325516482712258,vector_element
42,rt_alpha,3.255838390228164,0.10911753891470082,3.257227484120141,3.0427136060487188,3.4697152397184765,scalar
42,rt_beta,2.255838390228164,0.10911753891470082,2.257227484120141,2.0427136060487188,2.4697152397184765,scalar
