,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.0021190286190295934,2.1253508351167887e-05,0.0001660692396557569,-9.523089029617063e-05,-0.00040759062250485614,-0.0002919921642045794,0.000393120927371001,0.00030646185933843424,-9.523089029617087e-05,-9.523089029617063e-05
db2,2.1253508351167887e-05,0.003287937326794593,-0.00935572673512305,0.0004900634783909175,-0.00011640757282352934,0.0001395190207664315,-0.00014087490195490557,0.00011776345401200336,0.0004900634783909178,0.0004900634783909175
sp,0.0001660692396557569,-0.00935572673512305,0.0558264578169416,-0.0016147444741362524,-0.00100859442764894,0.0008107621168264071,-0.0007763045730620836,0.0009741368838846173,-0.0016147444741362522,-0.0016147444741362524
base_v,-9.523089029617063e-05,0.0004900634783909175,-0.0016147444741362524,0.03434254620729471,9.528006833198506e-06,-1.4435056485907637e-06,-1.6614852299357774e-06,-6.423015954671826e-06,0.03434254620729472,0.03434254620729471
choice_probs[0],-0.00040759062250485614,-0.00011640757282352934,-0.00100859442764894,9.528006833198506e-06,0.0001582478103669443,-6.348627647564364e-06,-1.7169534504390836e-05,-0.00013472964821498908,9.528006833198554e-06,9.528006833198506e-06
choice_probs[1],-0.0002919921642045794,0.0001395190207664315,0.0008107621168264071,-1.4435056485907637e-06,-6.348627647564364e-06,0.0001107128950237681,-0.000125387113380183,2.1022846003979334e-05,-1.4435056485907654e-06,-1.4435056485907637e-06
choice_probs[2],0.000393120927371001,-0.00014087490195490557,-0.0007763045730620836,-1.6614852299357774e-06,-1.7169534504390836e-05,-0.000125387113380183,0.00014602681552168984,-3.470167637116088e-06,-1.6614852299357861e-06,-1.6614852299357774e-06
choice_probs[3],0.00030646185933843424,0.00011776345401200336,0.0009741368838846173,-6.423015954671826e-06,-0.00013472964821498908,2.1022846003979334e-05,-3.470167637116088e-06,0.0001171769698481258,-6.423015954671898e-06,-6.423015954671826e-06
rt_alpha,-9.523089029617087e-05,0.0004900634783909178,-0.0016147444741362522,0.03434254620729472,9.528006833198554e-06,-1.4435056485907654e-06,-1.6614852299357861e-06,-6.423015954671898e-06,0.03434254620729472,0.03434254620729472
rt_beta,-9.523089029617063e-05,0.0004900634783909175,-0.0016147444741362524,0.03434254620729471,9.528006833198506e-06,-1.4435056485907637e-06,-1.6614852299357774e-06,-6.423015954671826e-06,0.03434254620729472,0.03434254620729471
