parameter,standard_deviation
db1,0.06701570061470388
db2,0.07274241719647608
sp,0.3264828363999677
base_v,0.17187608914407948
choice_probs[0],0.012382277224074402
choice_probs[1],0.010538995071652764
choice_probs[2],0.011255134785538277
choice_probs[3],0.010180964517774525
rt_alpha,0.17187608914407912
rt_beta,0.17187608914407948
