,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.0030073984513008245,0.0013462088227511797,0.0075750370951469725,-5.865634492769484e-06,-0.0001779950795419095,-0.00047811075107852984,0.00040439706895266196,0.0002517087616677771,-5.865634492769345e-06,-5.865634492769484e-06
db2,0.0013462088227511797,0.004002138395968097,0.011858614457823002,-0.0005750370284500972,-9.047271902487757e-05,0.00017068681398583728,-0.00017744568697559084,9.723159201463097e-05,-0.0005750370284500972,-0.0005750370284500972
sp,0.0075750370951469725,0.011858614457823002,0.06441904054799413,-0.002300895322061217,0.0008816016117999939,-0.0006157687447588984,0.0007584615289058941,-0.0010242943959469912,-0.0023008953220612165,-0.002300895322061217
base_v,-5.865634492769484e-06,-0.0005750370284500972,-0.002300895322061217,0.016891065104776695,-8.300395970624868e-05,-4.936489826771875e-05,2.4847831905072266e-05,0.00010752102606889516,0.01689106510477669,0.016891065104776695
choice_probs[0],-0.0001779950795419095,-9.047271902487757e-05,0.0008816016117999939,-8.300395970624868e-05,0.00010057177855352567,5.351167306446698e-06,1.7075166859049884e-05,-0.00012299811271902235,-8.300395970624871e-05,-8.300395970624868e-05
choice_probs[1],-0.00047811075107852984,0.00017068681398583728,-0.0006157687447588984,-4.936489826771875e-05,5.351167306446698e-06,0.00014065330902952216,-0.00012832488214777646,-1.7679594188192357e-05,-4.936489826771875e-05,-4.936489826771875e-05
choice_probs[2],0.00040439706895266196,-0.00017744568697559084,0.0007584615289058941,2.4847831905072266e-05,1.7075166859049884e-05,-0.00012832488214777646,0.00012218100876625567,-1.0931293477529099e-05,2.4847831905072252e-05,2.4847831905072266e-05
choice_probs[3],0.0002517087616677771,9.723159201463097e-05,-0.0010242943959469912,0.00010752102606889516,-0.00012299811271902235,-1.7679594188192357e-05,-1.0931293477529099e-05,0.00015160900038474384,0.00010752102606889516,0.00010752102606889516
rt_alpha,-5.865634492769345e-06,-0.0005750370284500972,-0.0023008953220612165,0.01689106510477669,-8.300395970624871e-05,-4.936489826771875e-05,2.4847831905072252e-05,0.00010752102606889516,0.016891065104776695,0.016891065104776695
rt_beta,-5.865634492769484e-06,-0.0005750370284500972,-0.002300895322061217,0.016891065104776695,-8.300395970624868e-05,-4.936489826771875e-05,2.4847831905072266e-05,0.00010752102606889516,0.016891065104776695,0.016891065104776695
