,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.005460986839281093,-0.0005080098711393489,0.006453093948599591,0.0005474839429779034,-0.0005544545622212525,-0.0005293681509334158,0.0005650966353239375,0.0005187260778307309,0.0005474839429779028,0.0005474839429779034
db2,-0.0005080098711393489,0.0061704320120285925,-0.018576273445612062,0.0003491928512703209,-0.00046353706325803323,0.0005352228289377353,-0.000546732298688131,0.00047504653300842886,0.0003491928512703191,0.0003491928512703209
sp,0.006453093948599591,-0.018576273445612062,0.31934585758375966,0.003996270072994832,-0.0007350554398372662,-0.00010552442413567951,0.00015253025628775375,0.0006880496076851856,0.003996270072994854,0.003996270072994832
base_v,0.0005474839429779034,0.0003491928512703209,0.003996270072994832,0.006951832334583046,-0.0001296995735878754,2.2422777108749136e-05,-2.1549993756960947e-05,0.0001288267902360869,0.006951832334583045,0.006951832334583046
choice_probs[0],-0.0005544545622212525,-0.00046353706325803323,-0.0007350554398372662,-0.0001296995735878754,0.00014871462724921645,-7.970265928245868e-06,4.183175396527029e-06,-0.00014492753671749756,-0.00012969957358787562,-0.0001296995735878754
choice_probs[1],-0.0005293681509334158,0.0005352228289377353,-0.00010552442413567951,2.2422777108749136e-05,-7.970265928245868e-06,0.00013202670979760767,-0.00013713374131277015,1.3077297443408171e-05,2.2422777108749298e-05,2.2422777108749136e-05
choice_probs[2],0.0005650966353239375,-0.000546732298688131,0.00015253025628775375,-2.1549993756960947e-05,4.183175396527029e-06,-0.00013713374131277015,0.00014285432517973718,-9.90375926349403e-06,-2.1549993756961123e-05,-2.1549993756960947e-05
choice_probs[3],0.0005187260778307309,0.00047504653300842886,0.0006880496076851856,0.0001288267902360869,-0.00014492753671749756,1.3077297443408171e-05,-9.90375926349403e-06,0.00014175399853758334,0.00012882679023608703,0.0001288267902360869
rt_alpha,0.0005474839429779028,0.0003491928512703191,0.003996270072994854,0.006951832334583045,-0.00012969957358787562,2.2422777108749298e-05,-2.1549993756961123e-05,0.00012882679023608703,0.006951832334583046,0.006951832334583045
rt_beta,0.0005474839429779034,0.0003491928512703209,0.003996270072994832,0.006951832334583046,-0.0001296995735878754,2.2422777108749136e-05,-2.1549993756960947e-05,0.0001288267902360869,0.006951832334583045,0.006951832334583045
