,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.003016498602775609,0.001762916106253591,-0.006692183672985103,0.00035176353292244305,-4.839947307959896e-05,-6.149732353541311e-05,7.15546329090004e-05,3.834216370601166e-05,0.00035176353292244326,0.00035176353292244305
db2,0.001762916106253591,0.002751920413787379,-0.005862398607820526,0.00016799996672699422,-0.00015567116410932817,0.0004351392313061763,-0.0003656455648785892,8.617749768174134e-05,0.00016799996672699498,0.00016799996672699422
sp,-0.006692183672985103,-0.005862398607820526,0.0226291541365725,-0.0009701625098937702,-0.0006998800176085751,-0.0004004664896226233,0.0005780028360561307,0.0005223436711750675,-0.0009701625098937711,-0.0009701625098937702
base_v,0.00035176353292244305,0.00016799996672699422,-0.0009701625098937702,0.02320782444299345,6.092878987537273e-06,-2.747340085487494e-05,2.602173327293273e-05,-4.6412114055954365e-06,0.023207824442993456,0.02320782444299345
choice_probs[0],-4.839947307959896e-05,-0.00015567116410932817,-0.0006998800176085751,6.092878987537273e-06,0.00019159548172753706,-3.563529911781771e-05,-2.1796677247033566e-05,-0.00013416350536268583,6.092878987537405e-06,6.092878987537273e-06
choice_probs[1],-6.149732353541311e-05,0.0004351392313061763,-0.0004004664896226233,-2.747340085487494e-05,-3.563529911781771e-05,0.00014063006944896542,-0.00012180721387428063,1.681244354313291e-05,-2.747340085487476e-05,-2.747340085487494e-05
choice_probs[2],7.15546329090004e-05,-0.0003656455648785892,0.0005780028360561307,2.602173327293273e-05,-2.1796677247033566e-05,-0.00012180721387428063,0.0001209075019625006,2.269638915881363e-05,2.602173327293253e-05,2.602173327293273e-05
choice_probs[3],3.834216370601166e-05,8.617749768174134e-05,0.0005223436711750675,-4.6412114055954365e-06,-0.00013416350536268583,1.681244354313291e-05,2.269638915881363e-05,9.465467266073933e-05,-4.641211405595506e-06,-4.6412114055954365e-06
rt_alpha,0.00035176353292244326,0.00016799996672699498,-0.0009701625098937711,0.023207824442993456,6.092878987537405e-06,-2.747340085487476e-05,2.602173327293253e-05,-4.641211405595506e-06,0.023207824442993453,0.023207824442993456
rt_beta,0.00035176353292244305,0.00016799996672699422,-0.0009701625098937702,0.02320782444299345,6.092878987537273e-06,-2.747340085487494e-05,2.602173327293273e-05,-4.6412114055954365e-06,0.023207824442993456,0.023207824442993453
