,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.9999999999999998,-0.08447943024040971,-0.08299054930350237,0.018206511080882434,-0.6426759590928407,-0.6874576009673318,0.6345669189000516,0.7027104719875333,0.018206511080882462,0.018206511080882434
db2,-0.08447943024040971,1.0,0.6401713321112633,0.018667072046766254,-0.37254841520185283,0.3641981248708426,-0.395424877881056,0.3311172996154506,0.01866707204676617,0.018667072046766254
sp,-0.08299054930350237,0.6401713321112633,1.0,0.01259794417597848,0.18006416702729136,-0.1532068457375958,0.1710410036382472,-0.16479118566062229,0.012597944175978502,0.01259794417597848
base_v,0.018206511080882434,0.018667072046766254,0.01259794417597848,0.9999999999999999,-0.01238083888241243,-0.013110045560472215,0.010296961370115536,0.015131237980737606,0.9999999999999997,0.9999999999999999
choice_probs[0],-0.6426759590928407,-0.37254841520185283,0.18006416702729136,-0.012380838882412428,1.0,0.03457764947503145,0.052673465144355815,-0.9937036395543256,-0.012380838882412412,-0.012380838882412428
choice_probs[1],-0.6874576009673318,0.3641981248708426,-0.1532068457375958,-0.013110045560472213,0.03457764947503145,1.0,-0.9949056876441948,-0.1367160897026577,-0.013110045560472267,-0.013110045560472213
choice_probs[2],0.6345669189000515,-0.39542487788105607,0.1710410036382472,0.010296961370115536,0.05267346514435582,-0.9949056876441948,1.0,0.04749775187782349,0.010296961370115602,0.010296961370115536
choice_probs[3],0.7027104719875333,0.33111729961545056,-0.16479118566062229,0.015131237980737604,-0.9937036395543258,-0.1367160897026577,0.0474977518778235,1.0,0.015131237980737613,0.015131237980737604
rt_alpha,0.018206511080882462,0.01866707204676617,0.012597944175978506,0.9999999999999997,-0.012380838882412412,-0.013110045560472268,0.010296961370115603,0.015131237980737613,1.0,1.0
rt_beta,0.018206511080882434,0.018667072046766254,0.01259794417597848,0.9999999999999999,-0.01238083888241243,-0.013110045560472215,0.010296961370115536,0.015131237980737606,1.0,0.9999999999999999
