subject_id,parameter,mean,std,median,q025,q975,parameter_type
43,db1,0.5591508264390136,0.06493021612067607,0.5520538759506795,0.4515901382200228,0.7102721853140822,scalar
43,db2,0.39474580275090654,0.06920808138139863,0.4017756107529666,0.2452325410345403,0.513502327359699,scalar
43,sp,0.9634065136555838,0.4205560073621495,0.9076581398272319,0.3554018963924934,1.930848052055381,scalar
43,base_v,2.3780273517844916,0.10638724358990567,2.378096011189317,2.1751111028564742,2.5981466613360977,scalar
43,choice_probs[0],0.25573040947616044,0.010771610110942999,0.25599128672372795,0.23386970834121507,0.2766021301298384,vector_element
43,choice_probs[1],0.22849320576159216,0.010816569455820711,0.22836094091723586,0.2076342308012787,0.2499925431888418,vector_element
43,choice_probs[2],0.2724244472174705,0.011800938882937897,0.27213701133298585,0.24969591464654686,0.29564434903330095,vector_element
43,choice_probs[3],0.24335193754477694,0.010532970811501315,0.24306912711932918,0.22295235838758684,0.2647848003229954,vector_element
43,rt_alpha,3.3780273517844916,0.10638724358990567,3.378096011189317,3.1751111028564742,3.5981466613360977,scalar
43,rt_beta,2.3780273517844916,0.10638724358990567,2.378096011189317,2.1751111028564742,2.5981466613360977,scalar
