,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.0048182811297929045,0.0006493264461810208,0.010223393192683448,7.038691926760781e-05,-0.0004305579791658232,-0.0005657758738865736,0.0005134414385006779,0.0004828924145517187,7.038691926760807e-05,7.038691926760781e-05
db2,0.0006493264461810208,0.005602254866558595,0.019374341511071234,-9.519437866547866e-05,-0.0003825134355334281,0.00042686652720417715,-0.0004417994875900262,0.0003974463959192768,-9.519437866547864e-05,-9.519437866547866e-05
sp,0.010223393192683448,0.019374341511071234,0.20468082263052415,-0.00027453186145049254,3.162673629385311e-05,-0.0002723305102016855,0.0002664458236276887,-2.574204971985731e-05,-0.0002745318614504894,-0.00027453186145049254
base_v,7.038691926760781e-05,-9.519437866547866e-05,-0.00027453186145049254,0.017145558228808592,-4.071352368472008e-06,-8.734520088420867e-06,4.968494654822036e-06,7.837377802070105e-06,0.017145558228808595,0.017145558228808592
choice_probs[0],-0.0004305579791658232,-0.0003825134355334281,3.162673629385311e-05,-4.071352368472008e-06,0.00010442387747753201,1.0837778884488966e-05,-2.545881700356698e-06,-0.00011271577466166428,-4.071352368472061e-06,-4.071352368472008e-06
choice_probs[1],-0.0005657758738865736,0.00042686652720417715,-0.0002723305102016855,-8.734520088420867e-06,1.0837778884488966e-05,0.00013677727181142773,-0.0001310514138705149,-1.6563636825401752e-05,-8.734520088420913e-06,-8.734520088420867e-06
choice_probs[2],0.0005134414385006779,-0.0004417994875900262,0.0002664458236276887,4.968494654822036e-06,-2.545881700356698e-06,-0.0001310514138705149,0.00012641319812592801,7.1840974449435905e-06,4.968494654822033e-06,4.968494654822036e-06
choice_probs[3],0.0004828924145517187,0.0003974463959192768,-2.574204971985731e-05,7.837377802070105e-06,-0.00011271577466166428,-1.6563636825401752e-05,7.1840974449435905e-06,0.00012209531404212248,7.837377802070183e-06,7.837377802070105e-06
rt_alpha,7.038691926760807e-05,-9.519437866547864e-05,-0.0002745318614504894,0.017145558228808595,-4.071352368472061e-06,-8.734520088420913e-06,4.968494654822033e-06,7.837377802070183e-06,0.017145558228808595,0.017145558228808595
rt_beta,7.038691926760781e-05,-9.519437866547866e-05,-0.00027453186145049254,0.017145558228808592,-4.071352368472008e-06,-8.734520088420867e-06,4.968494654822036e-06,7.837377802070105e-06,0.017145558228808595,0.017145558228808595
