parameter,standard_deviation
db1,0.04600988579001869
db2,0.057311860809677054
sp,0.23615806435335773
base_v,0.18522473825352656
choice_probs[0],0.012573367192465884
choice_probs[1],0.010516757205942542
choice_probs[2],0.012078111967777428
choice_probs[3],0.010819417400131938
rt_alpha,0.18522473825352673
rt_beta,0.18522473825352656
