parameter,standard_deviation
db1,0.03641182269626643
db2,0.04184193236835232
sp,0.045390472773615465
base_v,0.06470740082226055
choice_probs[0],0.007595170376644455
choice_probs[1],0.014409782242907496
choice_probs[2],0.012202969902268967
choice_probs[3],0.017684070813590778
rt_alpha,0.06470740082226052
rt_beta,0.06470740082226055
