parameter,standard_deviation
db1,0.05481232573837318
db2,0.0632308173090633
sp,0.2536821268979077
base_v,0.12990063140597854
choice_probs[0],0.010023532649469053
choice_probs[1],0.011853803428456738
choice_probs[2],0.01104802370369875
choice_probs[3],0.012306802646681185
rt_alpha,0.12990063140597854
rt_beta,0.12990063140597854
