,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.9999999999999998,-0.08751425508439911,0.1545260770916491,0.08885588091928893,-0.6152527349627528,-0.623435234511215,0.6397944368756844,0.5895692957098846,0.08885588091928884,0.08885588091928893
db2,-0.08751425508439911,1.0,-0.41847562442284064,0.053316043528374026,-0.4838935528001729,0.5929880523668541,-0.5823314534117121,0.507938004045324,0.05331604352837374,0.053316043528374026
sp,0.1545260770916491,-0.41847562442284064,0.9999999999999998,0.08481536640694559,-0.10666270884682831,-0.016251424967059457,0.02258284529915961,0.10226368754270385,0.08481536640694606,0.08481536640694559
base_v,0.08885588091928893,0.05331604352837402,0.08481536640694559,1.0,-0.12755928029181654,0.02340501129537168,-0.02162473564639992,0.12977435608485785,0.9999999999999999,1.0
choice_probs[0],-0.6152527349627528,-0.4838935528001729,-0.10666270884682831,-0.12755928029181654,0.9999999999999999,-0.0568807177892541,0.028700042118121633,-0.9981743558841365,-0.12755928029181676,-0.12755928029181654
choice_probs[1],-0.623435234511215,0.5929880523668541,-0.016251424967059457,0.02340501129537168,-0.056880717789254104,1.0,-0.9985428986779401,0.09559153655300925,0.02340501129537185,0.02340501129537168
choice_probs[2],0.6397944368756844,-0.5823314534117121,0.02258284529915961,-0.02162473564639992,0.028700042118121633,-0.99854289867794,1.0,-0.06959623070537828,-0.021624735646400096,-0.02162473564639992
choice_probs[3],0.5895692957098846,0.507938004045324,0.10226368754270386,0.12977435608485785,-0.9981743558841365,0.09559153655300925,-0.06959623070537826,0.9999999999999999,0.129774356084858,0.12977435608485785
rt_alpha,0.08885588091928882,0.05331604352837374,0.08481536640694606,0.9999999999999999,-0.12755928029181673,0.023405011295371845,-0.021624735646400096,0.129774356084858,1.0,0.9999999999999999
rt_beta,0.08885588091928893,0.05331604352837402,0.08481536640694559,1.0,-0.12755928029181654,0.02340501129537168,-0.02162473564639992,0.12977435608485785,0.9999999999999999,0.9999999999999999
