parameter,standard_deviation
db1,0.06795997292455874
db2,0.0682403856267129
sp,0.32463964159488473
base_v,0.1339669089148801
choice_probs[0],0.012333930815895846
choice_probs[1],0.010869486605737009
choice_probs[2],0.010811204528300748
choice_probs[3],0.010306487347862433
rt_alpha,0.13396690891487997
rt_beta,0.1339669089148801
