subject_id,parameter,mean,std,median,q025,q975,parameter_type
47,db1,0.4931479339797796,0.046009885790018704,0.4951964116244393,0.40039627687059814,0.5852138604176905,scalar
47,db2,0.3043397946113863,0.05731186080967707,0.3019868524042801,0.20603868088021352,0.4105276875838294,scalar
47,sp,0.6930949432460672,0.23615806435335776,0.668997278419032,0.32851699179309146,1.2471177534986146,scalar
47,base_v,4.204816557959266,0.18522473825352653,4.2002231149368034,3.8418039721481656,4.569296154950636,scalar
47,choice_probs[0],0.28788891299691294,0.012573367192465882,0.2874489836236716,0.26461864334341045,0.3133969203470175,vector_element
47,choice_probs[1],0.2148649856125104,0.01051675720594254,0.21486598271296833,0.19461104725985404,0.23632154752339826,vector_element
47,choice_probs[2],0.2847164523734296,0.012078111967777421,0.28444986279359286,0.2611924529090066,0.30886326059369046,vector_element
47,choice_probs[3],0.21252964901714708,0.010819417400131936,0.21259969417407334,0.19083060514375247,0.23396484351080762,vector_element
47,rt_alpha,5.204816557959266,0.18522473825352653,5.2002231149368034,4.841803972148165,5.569296154950636,scalar
47,rt_beta,4.204816557959266,0.18522473825352653,4.2002231149368034,3.8418039721481656,4.569296154950636,scalar
