,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,1.0,0.36846739688159863,-0.5639175643910487,0.14676732327634082,-0.3461063365978278,-0.4937166843974886,0.5480637606585871,0.33867643315350604,0.14676732327634082,0.14676732327634082
db2,0.36846739688159863,0.9999999999999998,-0.6869450069410337,0.14663352165965665,-0.27219665297310025,0.5273798935366453,-0.48672335718878174,0.2798164094048031,0.1466335216596567,0.14663352165965665
sp,-0.5639175643910487,-0.6869450069410337,1.0,-0.18608538447363407,-0.25077833612494527,-0.0017803068993757713,0.038308872585756285,0.25292454634340256,-0.186085384473634,-0.18608538447363407
base_v,0.1467673232763408,0.14663352165965665,-0.18608538447363404,0.9999999999999999,0.03112586704993245,-0.025808379093526884,0.02263406707252835,-0.033239007368765075,0.9999999999999999,0.9999999999999999
choice_probs[0],-0.3461063365978278,-0.2721966529731003,-0.25077833612494527,0.03112586704993245,1.0,-0.10079815872702011,-0.05473584120490574,-0.9987508670604612,0.03112586704993246,0.03112586704993245
choice_probs[1],-0.4937166843974886,0.5273798935366453,-0.0017803068993757715,-0.025808379093526884,-0.1007981587270201,1.0,-0.9870064202228664,0.11571019908750868,-0.02580837909352688,-0.025808379093526884
choice_probs[2],0.548063760658587,-0.48672335718878174,0.038308872585756285,0.022634067072528345,-0.054735841204905746,-0.9870064202228664,0.9999999999999999,0.037574290339035074,0.022634067072528335,0.022634067072528345
choice_probs[3],0.33867643315350604,0.2798164094048031,0.25292454634340256,-0.03323900736876508,-0.9987508670604612,0.11571019908750868,0.037574290339035074,0.9999999999999999,-0.03323900736876507,-0.03323900736876508
rt_alpha,0.1467673232763408,0.1466335216596567,-0.186085384473634,0.9999999999999999,0.031125867049932462,-0.02580837909352688,0.02263406707252833,-0.03323900736876507,0.9999999999999999,0.9999999999999998
rt_beta,0.1467673232763408,0.14663352165965665,-0.18608538447363404,0.9999999999999999,0.03112586704993245,-0.025808379093526884,0.02263406707252835,-0.033239007368765075,0.9999999999999998,0.9999999999999999
