subject_id,parameter,mean,std,median,q025,q975,parameter_type
38,db1,0.34932580666125007,0.06795997292455867,0.35738397256590027,0.21435746938473843,0.4635250631319283,scalar
38,db2,0.34863390874164546,0.0682403856267129,0.3584868525447611,0.20748492432366816,0.4553337406831362,scalar
38,sp,0.8632967589045145,0.3246396415948848,0.8253494601056358,0.3477599736711794,1.5419761975110118,scalar
38,base_v,2.83104213615617,0.13396690891488003,2.8210309189593445,2.57554386117388,3.1315969301284574,scalar
38,choice_probs[0],0.29701540222596556,0.012333930815895856,0.297168021650715,0.2731673017090019,0.3222559216648346,vector_element
38,choice_probs[1],0.2477588043004521,0.010869486605736998,0.24752546410174248,0.22725881844212475,0.268997192825894,vector_element
38,choice_probs[2],0.2481714620632196,0.01081120452830075,0.24821772804005832,0.227175538096378,0.2696055664033796,vector_element
38,choice_probs[3],0.20705433141036275,0.010306487347862428,0.20678455313926172,0.1867804186979918,0.2275713456353577,vector_element
38,rt_alpha,3.83104213615617,0.13396690891488003,3.8210309189593445,3.57554386117388,4.131596930128458,scalar
38,rt_beta,2.83104213615617,0.13396690891488003,2.8210309189593445,2.57554386117388,3.1315969301284574,scalar
