,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,1.0,-0.3977935004984628,-0.5679321291305189,0.10815248830466295,-0.7199279558354608,-0.3653759095290509,0.29680676630686437,0.7883067611253962,0.10815248830466295,0.10815248830466295
db2,-0.3977935004984628,0.9999999999999999,0.7721673529059476,-0.03161841649006912,-0.15947911194579725,0.02244880083602806,-0.03656523274490632,0.14936747268297057,-0.031618416490069086,-0.03161841649006912
sp,-0.5679321291305188,0.7721673529059476,1.0,-0.07860802810731214,0.34697219799775,-0.3665207440293048,0.39913304819802925,-0.2513317915039678,-0.07860802810731216,-0.07860802810731214
base_v,0.10815248830466297,-0.03161841649006912,-0.07860802810731213,1.0,-0.09159929214126633,-0.012172833788092344,-9.474848297484941e-05,0.09489653505638904,1.0,1.0
choice_probs[0],-0.7199279558354608,-0.15947911194579725,0.34697219799775,-0.09159929214126634,1.0,-0.02934551052549362,0.125941249044504,-0.9691093631731206,-0.09159929214126636,-0.09159929214126634
choice_probs[1],-0.3653759095290509,0.02244880083602806,-0.3665207440293048,-0.012172833788092342,-0.029345510525493616,1.0,-0.9938386037736711,-0.21461446382779437,-0.012172833788092351,-0.012172833788092342
choice_probs[2],0.29680676630686437,-0.03656523274490632,0.39913304819802925,-9.474848297484941e-05,0.125941249044504,-0.993838603773671,1.0,0.11658889250807859,-9.47484829748271e-05,-9.474848297484941e-05
choice_probs[3],0.7883067611253961,0.14936747268297057,-0.2513317915039678,0.09489653505638904,-0.9691093631731206,-0.21461446382779434,0.1165888925080786,0.9999999999999999,0.09489653505638901,0.09489653505638904
rt_alpha,0.10815248830466297,-0.03161841649006909,-0.07860802810731216,1.0,-0.09159929214126634,-0.012172833788092351,-9.47484829748271e-05,0.09489653505638901,1.0,1.0
rt_beta,0.10815248830466297,-0.03161841649006912,-0.07860802810731213,1.0,-0.09159929214126633,-0.012172833788092344,-9.474848297484941e-05,0.09489653505638904,1.0,1.0
