parameter,standard_deviation
db1,0.0548951919950448
db2,0.05243251370450963
sp,0.15035466398630912
base_v,0.15226495531983214
choice_probs[0],0.013834879336149243
choice_probs[1],0.011852824109870048
choice_probs[2],0.010990295467390217
choice_probs[3],0.009724197549827882
rt_alpha,0.15226495531983217
rt_beta,0.15226495531983214
