,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.004600978678964525,-0.00040863127744815024,-0.00210889135007878,0.00020945850093783487,-0.0004819699018038779,-0.0005632597412367305,0.0004674260433449366,0.0005778035996956719,0.00020945850093783517,0.00020945850093783487
db2,-0.00040863127744815024,0.005085235118977601,0.01710220849394362,0.0002257760513734437,-0.00029372505412508,0.00031371183785252184,-0.000306217407883949,0.0002862306241565074,0.00022577605137344268,0.0002257760513734437
sp,-0.00210889135007878,0.01710220849394362,0.1403462820084313,0.0008004722603656906,0.0007458139558894211,-0.0006932921935478209,0.000695842675450661,-0.0007483644377922612,0.0008004722603656921,0.0008004722603656906
base_v,0.00020945850093783487,0.0002257760513734437,0.0008004722603656906,0.02876684953300463,-2.321661910056992e-05,-2.685888839557686e-05,1.8965557009259465e-05,3.110995048688742e-05,0.028766849533004624,0.02876684953300463
choice_probs[0],-0.0004819699018038779,-0.00029372505412508,0.0007458139558894211,-2.321661910056992e-05,0.00012223779489443774,4.6178083384757806e-06,6.324191481663084e-06,-0.0001331797947145766,-2.3216619100569888e-05,-2.321661910056992e-05
choice_probs[1],-0.0005632597412367305,0.00031371183785252184,-0.0006932921935478209,-2.685888839557686e-05,4.6178083384757806e-06,0.00014590674385351249,-0.00013050584541129603,-2.0018706780692255e-05,-2.685888839557697e-05,-2.685888839557686e-05
choice_probs[2],0.0004674260433449366,-0.000306217407883949,0.000695842675450661,1.8965557009259465e-05,6.324191481663084e-06,-0.00013050584541129603,0.0001179290325739567,6.2526213556762446e-06,1.8965557009259587e-05,1.8965557009259465e-05
choice_probs[3],0.0005778035996956719,0.0002862306241565074,-0.0007483644377922612,3.110995048688742e-05,-0.0001331797947145766,-2.0018706780692255e-05,6.2526213556762446e-06,0.00014694588013959266,3.1109950486887435e-05,3.110995048688742e-05
rt_alpha,0.00020945850093783517,0.00022577605137344268,0.0008004722603656921,0.028766849533004624,-2.3216619100569888e-05,-2.685888839557697e-05,1.8965557009259587e-05,3.1109950486887435e-05,0.028766849533004634,0.028766849533004634
rt_beta,0.00020945850093783487,0.0002257760513734437,0.0008004722603656906,0.02876684953300463,-2.321661910056992e-05,-2.685888839557686e-05,1.8965557009259465e-05,3.110995048688742e-05,0.028766849533004634,0.02876684953300463
