,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.9999999999999998,-0.20361932082974613,0.30101158446631365,0.008846952965862633,-0.6426340870492809,-0.5894845907692612,0.6028858208287919,0.5870885085094615,0.008846952965862633,0.008846952965862633
db2,-0.20361932082974613,1.0,-0.4748603535489913,0.059890477832190585,-0.503577960772756,0.5262030159955586,-0.5142811983214324,0.5508070873252455,0.05989047783219059,0.05989047783219059
sp,0.30101158446631365,-0.4748603535489913,1.0,-0.08076970766042017,-0.0424540232243443,0.13687448175412584,-0.13477301408390074,0.053853177761078376,-0.08076970766042019,-0.08076970766042019
base_v,0.008846952965862633,0.059890477832190585,-0.08076970766042019,1.0,-0.03767678250820672,-0.005822678946916067,0.006750464623355654,0.03694676546382081,1.0,1.0
choice_probs[0],-0.6426340870492809,-0.503577960772756,-0.042454023224344294,-0.037676782508206726,0.9999999999999999,0.022328973646740986,-0.045389660922828694,-0.9947328800495535,-0.037676782508206726,-0.037676782508206726
choice_probs[1],-0.5894845907692612,0.5262030159955585,0.13687448175412584,-0.005822678946916067,0.022328973646740986,0.9999999999999999,-0.9988908774985437,0.06937850251760438,-0.005822678946916068,-0.005822678946916068
choice_probs[2],0.6028858208287919,-0.5142811983214324,-0.13477301408390074,0.006750464623355654,-0.045389660922828694,-0.9988908774985437,1.0,-0.048176967945880084,0.006750464623355655,0.006750464623355655
choice_probs[3],0.5870885085094615,0.5508070873252454,0.053853177761078376,0.03694676546382081,-0.9947328800495536,0.06937850251760438,-0.048176967945880084,1.0,0.036946765463820815,0.036946765463820815
rt_alpha,0.008846952965862633,0.0598904778321906,-0.0807697076604202,1.0,-0.037676782508206726,-0.005822678946916067,0.006750464623355654,0.03694676546382081,1.0,1.0
rt_beta,0.008846952965862633,0.0598904778321906,-0.0807697076604202,1.0,-0.037676782508206726,-0.005822678946916067,0.006750464623355654,0.03694676546382081,1.0,1.0
