,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.004386533594143377,-0.00014605159265617995,-0.00043276695444410454,0.0002870851375763514,-0.0004738226421610285,-0.0004864167259882138,0.0005088862673349713,0.0004513531008142712,0.0002870851375763515,0.0002870851375763514
db2,-0.00014605159265617995,0.005762379696531012,-0.007502950710675586,-0.000294825867158793,-0.0005529961722577914,0.000584724862172263,-0.0005816456641125017,0.0005499169741980302,-0.0002948258671587922,-0.000294825867158793
sp,-0.00043276695444410454,-0.007502950710675586,0.22660761563265755,0.002515191876912438,-0.0002220981069089555,0.0002366478407835408,-0.00023221881968826157,0.00021766908581367619,0.0025151918769124376,0.002515191876912438
base_v,0.0002870851375763514,-0.000294825867158793,0.002515191876912438,0.014933831731577201,-1.93736963756706e-05,-3.80645717949663e-05,4.600918029173687e-05,1.1429087878899831e-05,0.0149338317315772,0.014933831731577201
choice_probs[0],-0.0004738226421610285,-0.0005529961722577914,-0.0002220981069089555,-1.93736963756706e-05,0.00013599331277645998,-8.904786212338393e-06,5.272882278020337e-06,-0.00013236140884214195,-1.9373696375670638e-05,-1.93736963756706e-05
choice_probs[1],-0.0004864167259882138,0.000584724862172263,0.0002366478407835408,-3.80645717949663e-05,-8.904786212338393e-06,0.00013610058655122542,-0.00013860613181153529,1.1410331472648245e-05,-3.8064571794966234e-05,-3.80645717949663e-05
choice_probs[2],0.0005088862673349713,-0.0005816456641125017,-0.00023221881968826157,4.600918029173687e-05,5.272882278020337e-06,-0.00013860613181153529,0.00014155616061466763,-8.222911081152637e-06,4.600918029173682e-05,4.600918029173687e-05
choice_probs[3],0.0004513531008142712,0.0005499169741980302,0.00021766908581367619,1.1429087878899831e-05,-0.00013236140884214195,1.1410331472648245e-05,-8.222911081152637e-06,0.0001291739884506464,1.1429087878899872e-05,1.1429087878899831e-05
rt_alpha,0.0002870851375763515,-0.0002948258671587922,0.0025151918769124376,0.0149338317315772,-1.9373696375670638e-05,-3.8064571794966234e-05,4.600918029173682e-05,1.1429087878899872e-05,0.014933831731577201,0.0149338317315772
rt_beta,0.0002870851375763514,-0.000294825867158793,0.002515191876912438,0.014933831731577201,-1.93736963756706e-05,-3.80645717949663e-05,4.600918029173687e-05,1.1429087878899831e-05,0.0149338317315772,0.0149338317315772
