subject_id,parameter,mean,std,median,q025,q975,parameter_type
35,db1,0.6571924113975762,0.033615681036906195,0.6581261673500834,0.5939143251903819,0.719641657322086,scalar
35,db2,0.7384522490172151,0.043557439506378276,0.7450813921100584,0.6494675518627024,0.7980032463209721,scalar
35,sp,0.2517835719855191,0.04710759840897031,0.2582292643475249,0.160449960804836,0.33277672429568417,scalar
35,base_v,2.7242617887368965,0.1308778078312735,2.7140646981467156,2.4792497223116445,2.9988834729098524,scalar
35,choice_probs[0],0.09734560071983506,0.006778374981545145,0.09718010987922925,0.08453396159801445,0.11028443368613107,vector_element
35,choice_probs[1],0.2514755749983128,0.012683631362091665,0.251416416400429,0.22635844959458312,0.2764114230094595,vector_element
35,choice_probs[2],0.18172958220020927,0.010576723799346365,0.18130698917318372,0.16091526513619633,0.2024848484767394,vector_element
35,choice_probs[3],0.46944924208164285,0.014944223743061952,0.46923673488909073,0.44098657417643744,0.4985662428906038,vector_element
35,rt_alpha,3.7242617887368965,0.1308778078312735,3.7140646981467156,3.4792497223116445,3.9988834729098524,scalar
35,rt_beta,2.7242617887368965,0.1308778078312735,2.7140646981467156,2.4792497223116445,2.9988834729098524,scalar
