,db1,db2,sp,base_v,choice_probs[0],choice_probs[1],choice_probs[2],choice_probs[3],rt_alpha,rt_beta
db1,0.001131145156731747,0.001126492469328509,0.0013398444883898188,0.0005121714437797574,-3.719345985327262e-05,-0.00022293260688395302,0.00013782445120327563,0.0001223016155339499,0.0005121714437797576,0.0005121714437797574
db2,0.001126492469328509,0.0018991496860378408,0.0018731353816970294,0.0007266849440140094,-2.9933491871949146e-05,6.656022523106705e-05,-8.556249049987847e-05,4.893575714076048e-05,0.0007266849440140091,0.0007266849440140094
sp,0.0013398444883898188,0.0018731353816970294,0.0022213471750358567,0.0007577602631556996,6.675114354244984e-05,-2.9065599796686917e-05,9.360313109200309e-05,-0.00013128867483776604,0.0007577602631557,0.0007577602631556996
base_v,0.0005121714437797574,0.0007266849440140094,0.0007577602631556996,0.017146146729449203,-1.165416994782528e-05,-9.026846201488242e-06,-6.8368146990767806e-06,2.7517830848390353e-05,0.017146146729449196,0.017146146729449203
choice_probs[0],-3.719345985327262e-05,-2.9933491871949146e-05,6.675114354244984e-05,-1.165416994782528e-05,4.599235975018732e-05,2.483145224032987e-05,2.9065827908772324e-05,-9.98896398992895e-05,-1.1654169947825273e-05,-1.165416994782528e-05
choice_probs[1],-0.00022293260688395302,6.656022523106705e-05,-2.9065599796686917e-05,-9.026846201488242e-06,2.483145224032987e-05,0.0001610355400695048,-0.00010162407442579674,-8.424291788403782e-05,-9.026846201488271e-06,-9.026846201488242e-06
choice_probs[2],0.00013782445120327563,-8.556249049987847e-05,9.360313109200309e-05,-6.8368146990767806e-06,2.9065827908772324e-05,-0.00010162407442579674,0.00011197906539305288,-3.942081887602848e-05,-6.8368146990767424e-06,-6.8368146990767806e-06
choice_probs[3],0.0001223016155339499,4.893575714076048e-05,-0.00013128867483776604,2.7517830848390353e-05,-9.98896398992895e-05,-8.424291788403782e-05,-3.942081887602848e-05,0.0002235533766593558,2.751783084839034e-05,2.7517830848390353e-05
rt_alpha,0.0005121714437797576,0.0007266849440140091,0.0007577602631557,0.017146146729449196,-1.1654169947825273e-05,-9.026846201488271e-06,-6.8368146990767424e-06,2.751783084839034e-05,0.0171461467294492,0.0171461467294492
rt_beta,0.0005121714437797574,0.0007266849440140094,0.0007577602631556996,0.017146146729449203,-1.165416994782528e-05,-9.026846201488242e-06,-6.8368146990767806e-06,2.7517830848390353e-05,0.0171461467294492,0.017146146729449203
