parameter,standard_deviation
db1,0.06493021612067612
db2,0.06920808138139863
sp,0.42055600736214915
base_v,0.10638724358990569
choice_probs[0],0.010771610110943006
choice_probs[1],0.010816569455820711
choice_probs[2],0.011800938882937888
choice_probs[3],0.010532970811501313
rt_alpha,0.10638724358990569
rt_beta,0.10638724358990569
