subject_id,parameter,mean,std,median,q025,q975,parameter_type
48,db1,0.3931048613295736,0.05605136858610908,0.40117635257750617,0.24772357146415838,0.4759415874760848,scalar
48,db2,0.7209832067504971,0.05695494419838309,0.7289537099212254,0.6026331819939346,0.7981267869195063,scalar
48,sp,0.6178723317256563,0.19187862482283072,0.6075999266651393,0.3053118195732981,1.030077214495836,scalar
48,base_v,5.809700359868782,0.28392702988171037,5.80027441249228,5.285031369681483,6.397182872439361,scalar
48,choice_probs[0],0.22231271848575107,0.011633615178369576,0.22218078971150687,0.19993202676466798,0.24599272561915816,vector_element
48,choice_probs[1],0.32099427454085266,0.01290524514140368,0.32151055768268855,0.29397680128405757,0.34610341252761434,vector_element
48,choice_probs[2],0.18683674888527002,0.009857205001592047,0.18615877282933965,0.168433248890427,0.20853091475690005,vector_element
48,choice_probs[3],0.2698562580881262,0.01289465704913878,0.2702731093808568,0.24446308258602795,0.29529200299807046,vector_element
48,rt_alpha,6.809700359868781,0.28392702988171037,6.80027441249228,6.285031369681483,7.397182872439361,scalar
48,rt_beta,5.809700359868782,0.28392702988171037,5.80027441249228,5.285031369681483,6.397182872439361,scalar
