parameter,standard_deviation
db1,0.07779157618517758
db2,0.05437156634337099
sp,0.26104929381065844
base_v,0.0856962270150642
choice_probs[0],0.011462031076550016
choice_probs[1],0.009658335608459521
choice_probs[2],0.011969081212715263
choice_probs[3],0.012224678749951616
rt_alpha,0.08569622701506427
rt_beta,0.0856962270150642
