"stim_condition","acc","Response","RT","participant","Subject","Correct","Stimulus","Chanel1","Chanel2"
0,1,"0","0.26708760000474285",39,39,1,0,1,0
1,0,"2","1.167598399988492",39,39,0,1,0,0
2,0,"0","0.5007785000052536",39,39,0,2,0,1
1,0,"0","0.4168342000048142",39,39,0,1,0,0
3,1,"3","0.5668053999979747",39,39,1,3,1,1
1,0,"0","0.417221999989124",39,39,0,1,0,0
3,0,"1","0.8341233999963151",39,39,0,3,1,1
3,1,"3","0.4670112000021618",39,39,1,3,1,1
0,1,"0","0.23353720000886824",39,39,1,0,1,0
1,0,"2","1.1011625000101048",39,39,0,1,0,0
1,0,"0","0.5007807999936631",39,39,0,1,0,0
0,1,"0","0.3839427000057185",39,39,1,0,1,0
2,0,"1","0.700631700005033",39,39,0,2,0,1
1,1,"1","1.0511746999982279",39,39,1,1,0,0
0,1,"0","0.30029250000370666",39,39,1,0,1,0
2,0,"3","0.9008827999932691",39,39,0,2,0,1
3,0,"2","0.8842383000010159",39,39,0,3,1,1
0,1,"0","0.5171054999955231",39,39,1,0,1,0
2,1,"2","1.0176455000037095",39,39,1,2,0,1
0,0,"1","0.767249600001378",39,39,0,0,1,0
3,1,"3","1.4529566000128398",39,39,1,3,1,1
1,0,"3","0.7502681999903871",39,39,0,1,0,0
0,1,"0","0.21714419999625534",39,39,1,0,1,0
2,1,"2","0.8175523999962024",39,39,1,2,0,1
3,1,"3","0.43356150000181515",39,39,1,3,1,1
1,1,"1","0.6855749999958789",39,39,1,1,0,0
1,1,"1","0.5836514999973588",39,39,1,1,0,0
3,1,"3","0.5169806999911088",39,39,1,3,1,1
1,1,"1","0.8173797999916133",39,39,1,1,0,0
0,1,"0","0.51681680000911",39,39,1,0,1,0
1,1,"1","1.017072200003895",39,39,1,1,0,0
1,0,"2","0.6525365999987116",39,39,0,1,0,0
3,1,"3","0.35011559999838937",39,39,1,3,1,1
2,0,"0","0.5003983999922639",39,39,0,2,0,1
3,1,"3","1.036034299992025",39,39,1,3,1,1
2,1,"2","0.9341676000040025",39,39,1,2,0,1
2,0,"0","0.41703249998681713",39,39,0,2,0,1
0,1,"0","0.3005225000088103",39,39,1,0,1,0
3,0,"1","0.7003437999956077",39,39,0,3,1,1
2,1,"2","0.7693113999994239",39,39,1,2,0,1
0,0,"2","0.9508360000036191",39,39,0,0,1,0
3,1,"3","1.8514343999995617",39,39,1,3,1,1
0,1,"0","0.23347750000539236",39,39,1,0,1,0
2,1,"2","0.8009964999946533",39,39,1,2,0,1
2,1,"2","0.8004696999996668",39,39,1,2,0,1
1,1,"1","0.534285900008399",39,39,1,1,0,0
2,0,"1","0.7335162999952445",39,39,0,2,0,1
2,0,"0","0.783612200000789",39,39,0,2,0,1
0,1,"0","0.35059290000936016",39,39,1,0,1,0
3,1,"3","0.6838621000060812",39,39,1,3,1,1
1,1,"1","1.2024723000067752",39,39,1,1,0,0
2,1,"2","1.1179695000028005",39,39,1,2,0,1
3,1,"3","1.1510619000036968",39,39,1,3,1,1
0,1,"0","0.5169737999967765",39,39,1,0,1,0
3,0,"1","0.8672223000030499",39,39,0,3,1,1
2,1,"2","0.7840201000071829",39,39,1,2,0,1
0,1,"0","0.3352974000008544",39,39,1,0,1,0
1,1,"1","1.1506406999978935",39,39,1,1,0,0
2,1,"2","0.6838047000055667",39,39,1,2,0,1
1,1,"1","0.6841990000102669",39,39,1,1,0,0
1,1,"1","0.7842081999988295",39,39,1,1,0,0
0,1,"0","0.7177374000020791",39,39,1,0,1,0
3,1,"3","0.8341760999901453",39,39,1,3,1,1
1,1,"1","0.8008134999981849",39,39,1,1,0,0
1,1,"1","0.46704630000749603",39,39,1,1,0,0
0,1,"0","0.6003282000019681",39,39,1,0,1,0
2,0,"3","0.6838981000037165",39,39,0,2,0,1
3,1,"3","0.5180889000039315",39,39,1,3,1,1
2,0,"3","0.3670401999988826",39,39,0,2,0,1
1,0,"2","1.0174904000014067",39,39,0,1,0,0
0,1,"0","0.400334699996165",39,39,1,0,1,0
0,1,"0","0.8340706000017235",39,39,1,0,1,0
2,0,"3","0.6840910000028089",39,39,0,2,0,1
0,1,"0","0.25056890000996646",39,39,1,0,1,0
0,1,"0","0.6006659999984549",39,39,1,0,1,0
1,1,"1","0.9843895999947563",39,39,1,1,0,0
0,1,"0","0.5672239999985322",39,39,1,0,1,0
2,0,"3","0.7016014999971958",39,39,0,2,0,1
1,1,"1","0.867323700003908",39,39,1,1,0,0
3,1,"3","0.3669563000003109",39,39,1,3,1,1
3,1,"3","0.4333948999992572",39,39,1,3,1,1
3,1,"3","0.40205479999713134",39,39,1,3,1,1
2,0,"3","0.20029500000237022",39,39,0,2,0,1
3,1,"3","0.3500575000070967",39,39,1,3,1,1
3,1,"3","0.36677930000587367",39,39,1,3,1,1
2,1,"2","0.7672725000011269",39,39,1,2,0,1
0,1,"0","0.2837450999941211",39,39,1,0,1,0
0,1,"0","0.43380319999414496",39,39,1,0,1,0
2,1,"2","0.6337567000009585",39,39,1,2,0,1
1,1,"1","0.7506601999921259",39,39,1,1,0,0
2,0,"1","0.5504892000026302",39,39,0,2,0,1
1,0,"2","0.5670758000051137",39,39,0,1,0,0
1,1,"1","0.7841966999985743",39,39,1,1,0,0
1,1,"1","0.6507424999872455",39,39,1,1,0,0
3,1,"3","0.7173674999939976",39,39,1,3,1,1
2,0,"3","0.8853133999946294",39,39,0,2,0,1
0,1,"0","0.31698089999554213",39,39,1,0,1,0
0,1,"0","0.18332209999789484",39,39,1,0,1,0
0,1,"0","0.2673112000047695",39,39,1,0,1,0
3,1,"3","0.7672369000065373",39,39,1,3,1,1
1,0,"2","1.201216999994358",39,39,0,1,0,0
3,1,"3","0.5504532000049949",39,39,1,3,1,1
3,1,"3","0.50011569999333",39,39,1,3,1,1
3,0,"1","0.734082999988459",39,39,0,3,1,1
2,1,"2","0.766926099997363",39,39,1,2,0,1
3,1,"3","0.46688810001069214",39,39,1,3,1,1
0,1,"0","0.2668006999883801",39,39,1,0,1,0
1,1,"1","0.7508156000112649",39,39,1,1,0,0
0,1,"0","0.28378410000004806",39,39,1,0,1,0
2,0,"3","0.834214599992265",39,39,0,2,0,1
3,1,"3","0.2836303000076441",39,39,1,3,1,1
2,1,"2","1.0174614999996265",39,39,1,2,0,1
2,0,"1","0.7840595000016037",39,39,0,2,0,1
2,1,"2","1.2009037999960128",39,39,1,2,0,1
0,1,"0","0.5504889000003459",39,39,1,0,1,0
1,0,"0","0.25079450001067016",39,39,0,1,0,0
3,0,"0","0.867450200006715",39,39,0,3,1,1
1,0,"0","0.21791469999880064",39,39,0,1,0,0
2,1,"2","0.8172837000020081",39,39,1,2,0,1
2,1,"2","0.4670060999924317",39,39,1,2,0,1
2,1,"2","0.5506509999977425",39,39,1,2,0,1
2,1,"2","0.3180054999975255",39,39,1,2,0,1
2,1,"2","0.302062400005525",39,39,1,2,0,1
2,0,"1","0.5508068000053754",39,39,0,2,0,1
2,0,"1","0.3836085999937495",39,39,0,2,0,1
0,1,"0","0.3001005999976769",39,39,1,0,1,0
0,1,"0","0.23340050000115298",39,39,1,0,1,0
1,0,"0","0.5340290000021923",39,39,0,1,0,0
1,1,"1","0.5000818999978947",39,39,1,1,0,0
0,1,"0","0.3172015000018291",39,39,1,0,1,0
0,1,"0","0.7341011999960756",39,39,1,0,1,0
2,1,"2","0.8006237000081455",39,39,1,2,0,1
3,1,"3","0.5338293000095291",39,39,1,3,1,1
1,1,"1","0.9843167000071844",39,39,1,1,0,0
0,1,"0","0.2334743000101298",39,39,1,0,1,0
1,1,"1","1.0343811999919126",39,39,1,1,0,0
1,1,"1","0.35023070000170264",39,39,1,1,0,0
1,1,"1","0.5337495999992825",39,39,1,1,0,0
1,0,"2","0.9342940999922575",39,39,0,1,0,0
1,1,"1","0.6173628000105964",39,39,1,1,0,0
2,0,"3","0.8177060000016354",39,39,0,2,0,1
2,0,"3","0.8006893999991007",39,39,0,2,0,1
3,1,"3","0.6507595000002766",39,39,1,3,1,1
1,0,"0","0.4503982000023825",39,39,0,1,0,0
3,1,"3","0.6169206000049599",39,39,1,3,1,1
0,1,"0","0.28352100000483915",39,39,1,0,1,0
3,1,"3","0.5169982999941567",39,39,1,3,1,1
2,0,"3","0.5170762000052491",39,39,0,2,0,1
3,1,"3","0.3505740999971749",39,39,1,3,1,1
1,0,"2","0.7004237999935867",39,39,0,1,0,0
2,1,"2","1.6010933999932604",39,39,1,2,0,1
3,1,"3","0.5172447000077227",39,39,1,3,1,1
2,1,"2","0.834340900008101",39,39,1,2,0,1
0,1,"0","0.367203600006178",39,39,1,0,1,0
0,1,"0","0.20016409999516327",39,39,1,0,1,0
3,1,"3","0.5837415999994846",39,39,1,3,1,1
2,1,"2","0.8672799000050873",39,39,1,2,0,1
3,1,"3","0.5337698999937857",39,39,1,3,1,1
0,0,"2","0.9175316000037128",39,39,0,0,1,0
2,1,"2","1.0005434000049718",39,39,1,2,0,1
1,1,"1","0.5534661999990931",39,39,1,1,0,0
0,1,"0","0.15035349999379832",39,39,1,0,1,0
3,1,"3","0.3347031000012066",39,39,1,3,1,1
0,1,"0","0.266958699998213",39,39,1,0,1,0
0,0,"2","0.967703000002075",39,39,0,0,1,0
2,0,"1","0.5841745000070659",39,39,0,2,0,1
3,1,"3","0.35014359999331646",39,39,1,3,1,1
1,1,"1","1.1361140999943018",39,39,1,1,0,0
1,1,"1","0.4837722000083886",39,39,1,1,0,0
3,1,"3","0.516785500003607",39,39,1,3,1,1
1,0,"2","1.2514312999992399",39,39,0,1,0,0
2,0,"1","0.567477599994163",39,39,0,2,0,1
0,1,"0","0.4504584999958752",39,39,1,0,1,0
0,1,"0","0.2335291000053985",39,39,1,0,1,0
0,1,"0","0.433586799990735",39,39,1,0,1,0
3,0,"2","1.2343624999921303",39,39,0,3,1,1
0,1,"0","0.5838938999950187",39,39,1,0,1,0
3,1,"3","0.583552600000985",39,39,1,3,1,1
0,1,"0","0.3335545000009006",39,39,1,0,1,0
2,0,"3","0.6337548000010429",39,39,0,2,0,1
0,1,"0","0.35062810000090394",39,39,1,0,1,0
3,1,"3","1.0173173000075622",39,39,1,3,1,1
2,0,"3","0.6170376999943983",39,39,0,2,0,1
1,1,"1","0.9675892000086606",39,39,1,1,0,0
1,1,"1","0.9172603999904823",39,39,1,1,0,0
3,1,"3","0.5000890999945113",39,39,1,3,1,1
1,0,"2","0.7172623000078602",39,39,0,1,0,0
0,1,"0","0.3004450000007637",39,39,1,0,1,0
2,0,"3","0.7840120000037132",39,39,0,2,0,1
0,1,"0","0.3502765000012005",39,39,1,0,1,0
2,0,"3","1.1024403000046732",39,39,0,2,0,1
2,0,"3","0.26798520000011194",39,39,0,2,0,1
3,1,"3","0.41715159999148455",39,39,1,3,1,1
0,1,"0","0.5006511000101455",39,39,1,0,1,0
0,1,"0","0.3169097999925725",39,39,1,0,1,0
0,1,"0","0.31726729999354575",39,39,1,0,1,0
1,0,"2","0.8005648999969708",39,39,0,1,0,0
1,0,"2","0.4002027999958955",39,39,0,1,0,0
1,1,"1","0.6337950000015553",39,39,1,1,0,0
3,1,"3","0.40035720000742003",39,39,1,3,1,1
2,1,"2","0.7838726000045426",39,39,1,2,0,1
2,0,"1","0.20153759999084286",39,39,0,2,0,1
0,1,"0","0.33367189999262337",39,39,1,0,1,0
2,0,"0","0.8508835999964504",39,39,0,2,0,1
0,1,"0","0.23350489999575075",39,39,1,0,1,0
0,1,"0","0.25195029999304097",39,39,1,0,1,0
0,1,"0","0.4502465999976266",39,39,1,0,1,0
2,1,"2","0.6838780999969458",39,39,1,2,0,1
1,1,"1","0.38380870000401046",39,39,1,1,0,0
2,1,"2","0.4502712999965297",39,39,1,2,0,1
2,0,"3","0.934012999990955",39,39,0,2,0,1
3,1,"3","0.8507531999930507",39,39,1,3,1,1
0,1,"0","0.43399829999543726",39,39,1,0,1,0
0,1,"0","0.3503844999941066",39,39,1,0,1,0
0,1,"0","0.3672118000104092",39,39,1,0,1,0
0,1,"0","0.45040879999578465",39,39,1,0,1,0
2,1,"2","0.801014299999224",39,39,1,2,0,1
0,1,"0","0.3002814999927068",39,39,1,0,1,0
2,1,"2","0.9675944000046002",39,39,1,2,0,1
3,0,"2","0.5002823000104399",39,39,0,3,1,1
2,1,"2","0.38319969999429304",39,39,1,2,0,1
2,1,"2","0.3505091999977594",39,39,1,2,0,1
1,0,"0","0.5670657000009669",39,39,0,1,0,0
3,1,"3","0.6005909000086831",39,39,1,3,1,1
2,0,"3","1.134231500007445",39,39,0,2,0,1
1,0,"0","0.3336721999949077",39,39,0,1,0,0
1,1,"1","0.7004549000121187",39,39,1,1,0,0
2,0,"1","0.7501845999940997",39,39,0,2,0,1
3,1,"3","0.6507052999950247",39,39,1,3,1,1
1,0,"2","0.7671524000033969",39,39,0,1,0,0
3,1,"3","1.7178117000003112",39,39,1,3,1,1
1,0,"0","0.5340247999993153",39,39,0,1,0,0
1,1,"1","0.6840145000023767",39,39,1,1,0,0
2,1,"2","1.0008112999930745",39,39,1,2,0,1
1,1,"1","0.551794200000586",39,39,1,1,0,0
2,0,"0","0.9842585000005784",39,39,0,2,0,1
2,1,"2","0.6672873000061372",39,39,1,2,0,1
1,1,"1","0.4003389999998035",39,39,1,1,0,0
2,0,"3","0.734229099994991",39,39,0,2,0,1
0,1,"0","0.33360859999083914",39,39,1,0,1,0
3,0,"2","0.8840619999973569",39,39,0,3,1,1
1,0,"0","0.4169077999977162",39,39,0,1,0,0
2,1,"2","0.850741599992034",39,39,1,2,0,1
0,1,"0","0.2833390000014333",39,39,1,0,1,0
1,1,"1","0.6506052000040654",39,39,1,1,0,0
0,1,"0","0.2837052999966545",39,39,1,0,1,0
1,0,"2","1.034146399993915",39,39,0,1,0,0
0,1,"0","0.2836354000028223",39,39,1,0,1,0
1,1,"1","0.7180054000054952",39,39,1,1,0,0
0,1,"0","0.33372090000193566",39,39,1,0,1,0
1,0,"0","0.38384739999310113",39,39,0,1,0,0
1,1,"1","0.6675802999961888",39,39,1,1,0,0
0,1,"0","0.3504442000121344",39,39,1,0,1,0
3,1,"3","0.5023246000055224",39,39,1,3,1,1
2,0,"3","0.5853993000055198",39,39,0,2,0,1
2,0,"3","0.3002592000120785",39,39,0,2,0,1
0,1,"0","0.16687809998984449",39,39,1,0,1,0
3,1,"3","0.3007647999911569",39,39,1,3,1,1
2,0,"3","0.8338795000017853",39,39,0,2,0,1
1,0,"0","0.2505047999875387",39,39,0,1,0,0
1,0,"2","0.8838678999891272",39,39,0,1,0,0
3,1,"3","0.7169521000032546",39,39,1,3,1,1
0,1,"0","0.3168543999927351",39,39,1,0,1,0
3,1,"3","0.31726979999803007",39,39,1,3,1,1
2,0,"3","1.134314800001448",39,39,0,2,0,1
2,0,"1","1.1675858999951743",39,39,0,2,0,1
1,0,"2","0.7508494999929098",39,39,0,1,0,0
3,1,"3","0.41682649998983834",39,39,1,3,1,1
2,0,"3","0.39992339999298565",39,39,0,2,0,1
1,0,"3","0.3169532000028994",39,39,0,1,0,0
1,1,"1","0.7337979000003543",39,39,1,1,0,0
0,1,"0","0.4170089000108419",39,39,1,0,1,0
0,1,"0","0.2168794000026537",39,39,1,0,1,0
1,0,"0","0.2836232999979984",39,39,0,1,0,0
2,0,"3","0.7673917999927653",39,39,0,2,0,1
3,1,"3","0.3333607000095071",39,39,1,3,1,1
1,0,"2","0.7167950000002747",39,39,0,1,0,0
2,1,"2","0.6508052999997744",39,39,1,2,0,1
3,0,"2","0.3839506999938749",39,39,0,3,1,1
2,1,"2","0.30018180000479333",39,39,1,2,0,1
2,0,"1","0.7338626999990083",39,39,0,2,0,1
3,1,"3","0.7670479999942472",39,39,1,3,1,1
2,1,"2","0.7338946999952896",39,39,1,2,0,1
1,0,"0","0.20008109998889267",39,39,0,1,0,0
3,1,"3","0.4333998999936739",39,39,1,3,1,1
1,1,"1","0.834113700009766",39,39,1,1,0,0
0,1,"0","0.46675050001067575",39,39,1,0,1,0
2,1,"2","0.36700070000370033",39,39,1,2,0,1
1,1,"1","0.48391300000366755",39,39,1,1,0,0
1,1,"1","1.0510475000046426",39,39,1,1,0,0
2,1,"2","0.4502435000031255",39,39,1,2,0,1
3,0,"2","0.5669553000043379",39,39,0,3,1,1
3,1,"3","0.5502541000023484",39,39,1,3,1,1
1,1,"1","0.9174348999949871",39,39,1,1,0,0
3,1,"3","0.5169809999933932",39,39,1,3,1,1
1,1,"1","1.3007637000118848",39,39,1,1,0,0
1,1,"1","0.5001762000028975",39,39,1,1,0,0
3,1,"3","0.35150489999796264",39,39,1,3,1,1
0,1,"0","0.5003840000135824",39,39,1,0,1,0
2,0,"3","0.5514764999970794",39,39,0,2,0,1
1,0,"3","1.2008104999986244",39,39,0,1,0,0
2,0,"3","0.16692719999991823",39,39,0,2,0,1
0,1,"0","0.21938899999076966",39,39,1,0,1,0
3,1,"3","0.26716859999578446",39,39,1,3,1,1
2,0,"3","0.1336608999990858",39,39,0,2,0,1
2,1,"2","0.7338567999977386",39,39,1,2,0,1
0,0,"1","0.7008665000030305",39,39,0,0,1,0
1,1,"1","0.9006583000009414",39,39,1,1,0,0
0,1,"0","0.3669513999921037",39,39,1,0,1,0
0,1,"0","0.3336078000138514",39,39,1,0,1,0
0,1,"0","0.20024259999627247",39,39,1,0,1,0
3,1,"3","0.45014739999896847",39,39,1,3,1,1
3,1,"3","0.33361250000598375",39,39,1,3,1,1
3,1,"3","0.3512778000003891",39,39,1,3,1,1
3,1,"3","0.3167600000015227",39,39,1,3,1,1
2,1,"2","0.8508166000101482",39,39,1,2,0,1
1,1,"1","0.5670800999942003",39,39,1,1,0,0
0,1,"0","0.5178951999987476",39,39,1,0,1,0
1,1,"1","0.9343219000002136",39,39,1,1,0,0
3,1,"3","0.5836814000067534",39,39,1,3,1,1
2,1,"2","0.5169697000092128",39,39,1,2,0,1
1,1,"1","0.5675252999935765",39,39,1,1,0,0
1,1,"1","0.6670608999993419",39,39,1,1,0,0
1,1,"1","0.33464489999460056",39,39,1,1,0,0
3,1,"3","0.4839500000089174",39,39,1,3,1,1
3,1,"3","0.8343910999974469",39,39,1,3,1,1
1,1,"1","1.5679802999948151",39,39,1,1,0,0
3,1,"3","0.46708590000343975",39,39,1,3,1,1
3,1,"3","0.28341659999568947",39,39,1,3,1,1
0,1,"0","0.4338235000032",39,39,1,0,1,0
0,1,"0","0.2500997000024654",39,39,1,0,1,0
2,1,"2","0.7672050999972271",39,39,1,2,0,1
1,1,"1","0.5676413999899523",39,39,1,1,0,0
0,1,"0","0.28336570000101347",39,39,1,0,1,0
1,0,"2","0.8340715999947861",39,39,0,1,0,0
0,1,"0","0.3334556000045268",39,39,1,0,1,0
0,1,"0","0.26699819999339525",39,39,1,0,1,0
3,1,"3","0.6006830999976955",39,39,1,3,1,1
0,1,"0","0.4836337000015192",39,39,1,0,1,0
1,1,"1","1.1838790999900084",39,39,1,1,0,0
2,1,"2","0.3666949000034947",39,39,1,2,0,1
0,1,"0","0.25005780000356026",39,39,1,0,1,0
1,0,"2","0.8673106000060216",39,39,0,1,0,0
0,1,"0","0.30032560000836384",39,39,1,0,1,0
1,1,"1","0.6506182000011904",39,39,1,1,0,0
1,1,"1","0.5673255000001518",39,39,1,1,0,0
0,1,"0","0.3671221999975387",39,39,1,0,1,0
2,0,"0","0.4335141999908956",39,39,0,2,0,1
2,1,"2","0.5339227000076789",39,39,1,2,0,1
1,0,"3","0.04982139999628998",39,39,0,1,0,0
1,1,"1","0.9343301000044448",39,39,1,1,0,0
2,1,"2","0.4852141000010306",39,39,1,2,0,1
0,1,"0","0.24999089998891577",39,39,1,0,1,0
2,0,"1","1.1015111999877263",39,39,0,2,0,1
1,1,"1","0.75040020000597",39,39,1,1,0,0
0,1,"0","0.36689879999903496",39,39,1,0,1,0
0,1,"0","0.41666890001215506",39,39,1,0,1,0
0,1,"0","0.40036200000031386",39,39,1,0,1,0
3,1,"3","0.36673209999571554",39,39,1,3,1,1
1,1,"1","1.1512599999987287",39,39,1,1,0,0
0,1,"0","0.5340120000037132",39,39,1,0,1,0
3,1,"3","0.7336669999931473",39,39,1,3,1,1
0,1,"0","0.3171155000018189",39,39,1,0,1,0
3,1,"3","0.5168741999950726",39,39,1,3,1,1
1,1,"1","1.0675554999907035",39,39,1,1,0,0
1,1,"1","0.36668349998944905",39,39,1,1,0,0
2,1,"2","0.7675106000097003",39,39,1,2,0,1
3,1,"3","0.5866566000040621",39,39,1,3,1,1
2,0,"3","0.3016174000076717",39,39,0,2,0,1
0,1,"0","0.2002448999992339",39,39,1,0,1,0
1,0,"0","0.3838407000002917",39,39,0,1,0,0
2,1,"2","0.9674831000011181",39,39,1,2,0,1
0,1,"0","0.4670380000025034",39,39,1,0,1,0
0,1,"0","0.2839418000075966",39,39,1,0,1,0
1,1,"1","0.6004186999925878",39,39,1,1,0,0
0,1,"0","0.4835769000055734",39,39,1,0,1,0
3,0,"1","1.2511331999994582",39,39,0,3,1,1
2,1,"2","0.7174785999959568",39,39,1,2,0,1
3,1,"3","0.35028260000399314",39,39,1,3,1,1
0,1,"0","0.18375809999997728",39,39,1,0,1,0
1,1,"1","0.7672503000067081",39,39,1,1,0,0
3,0,"0","0.25107690000731964",39,39,0,3,1,1
1,1,"1","0.7858833999925992",39,39,1,1,0,0
0,1,"0","0.4671301000053063",39,39,1,0,1,0
0,1,"0","0.48392250000324566",39,39,1,0,1,0
3,1,"3","0.46683910000137985",39,39,1,3,1,1
1,1,"1","0.7842396999913035",39,39,1,1,0,0
1,1,"1","0.5507782999920892",39,39,1,1,0,0
2,1,"2","0.41685799999686424",39,39,1,2,0,1
0,1,"0","0.2676742000039667",39,39,1,0,1,0
3,1,"3","0.316639299999224",39,39,1,3,1,1
3,1,"3","0.16832499999145512",39,39,1,3,1,1
3,0,"0","0.8510289999976521",39,39,0,3,1,1
2,0,"3","0.6170060000004014",39,39,0,2,0,1
1,0,"2","0.8694460999977309",39,39,0,1,0,0
3,1,"3","0.8173827999999048",39,39,1,3,1,1
3,1,"3","0.23352779999549966",39,39,1,3,1,1
3,1,"3","0.183383399999002",39,39,1,3,1,1
3,1,"3","0.4337263999914285",39,39,1,3,1,1
0,1,"0","0.4840729999996256",39,39,1,0,1,0
3,0,"1","1.0342920999974012",39,39,0,3,1,1
1,0,"2","1.2845481999975163",39,39,0,1,0,0
1,0,"3","0.8340447999944445",39,39,0,1,0,0
0,1,"0","0.7005619999981718",39,39,1,0,1,0
2,1,"2","1.5680209000129253",39,39,1,2,0,1
3,0,"1","0.7340542000019923",39,39,0,3,1,1
0,1,"0","0.26691869999922346",39,39,1,0,1,0
1,0,"0","0.25018060000729747",39,39,0,1,0,0
3,0,"1","0.9674262999906205",39,39,0,3,1,1
0,1,"0","0.5505741000088165",39,39,1,0,1,0
2,1,"2","0.834018699999433",39,39,1,2,0,1
3,0,"1","0.8185397000052035",39,39,0,3,1,1
3,0,"2","1.267656399999396",39,39,0,3,1,1
2,1,"2","0.7852897999982815",39,39,1,2,0,1
2,1,"2","0.5004648999893107",39,39,1,2,0,1
0,1,"0","0.6174241999979131",39,39,1,0,1,0
3,0,"2","0.7837147999962326",39,39,0,3,1,1
1,1,"1","0.5839807000011206",39,39,1,1,0,0
1,0,"0","0.6336120999912964",39,39,0,1,0,0
3,1,"3","0.30007490000571124",39,39,1,3,1,1
1,0,"0","0.20006529999955092",39,39,0,1,0,0
0,1,"0","0.46692090001306497",39,39,1,0,1,0
0,0,"2","1.0009661999938544",39,39,0,0,1,0
3,1,"3","0.31706929999927524",39,39,1,3,1,1
0,1,"0","0.48367380000127014",39,39,1,0,1,0
0,1,"0","0.2500527999945916",39,39,1,0,1,0
1,1,"1","0.8176080999983242",39,39,1,1,0,0
1,1,"1","0.6337985000136541",39,39,1,1,0,0
0,1,"0","0.3343701000121655",39,39,1,0,1,0
2,1,"2","0.8355471999966539",39,39,1,2,0,1
2,1,"2","0.6000858999905176",39,39,1,2,0,1
0,1,"0","0.35038560000248253",39,39,1,0,1,0
1,0,"3","1.8532908000051975",39,39,0,1,0,0
0,1,"0","0.4499861000076635",39,39,1,0,1,0
2,1,"2","0.8339581999898655",39,39,1,2,0,1
1,1,"1","0.5338925999967614",39,39,1,1,0,0
1,1,"1","0.4838939000037499",39,39,1,1,0,0
2,1,"2","0.4000596999976551",39,39,1,2,0,1
3,1,"3","0.7341491999977734",39,39,1,3,1,1
2,1,"2","0.5672366000071634",39,39,1,2,0,1
1,1,"1","0.6338074000086635",39,39,1,1,0,0
1,0,"0","0.9337578999984544",39,39,0,1,0,0
1,0,"0","0.784026499997708",39,39,0,1,0,0
2,1,"2","0.5338727000053041",39,39,1,2,0,1
0,1,"0","0.6004226999939419",39,39,1,0,1,0
0,0,"3","0.9175516999966931",39,39,0,0,1,0
2,0,"3","0.3837054000032367",39,39,0,2,0,1
3,1,"3","0.4835934000002453",39,39,1,3,1,1
1,0,"2","0.7849435999960406",39,39,0,1,0,0
2,1,"2","1.0344956999906572",39,39,1,2,0,1
0,1,"0","0.4670224000001326",39,39,1,0,1,0
0,1,"0","0.3502206999983173",39,39,1,0,1,0
1,0,"0","0.3002591999975266",39,39,0,1,0,0
0,1,"0","0.5002352000010433",39,39,1,0,1,0
0,1,"0","0.21695489999547135",39,39,1,0,1,0
1,1,"1","0.5507075000059558",39,39,1,1,0,0
0,1,"0","0.5338246000028448",39,39,1,0,1,0
3,1,"3","0.5167251999955624",39,39,1,3,1,1
1,0,"2","0.5003281999961473",39,39,0,1,0,0
0,1,"0","0.3502907000074629",39,39,1,0,1,0
1,1,"1","0.6004729999986012",39,39,1,1,0,0
2,1,"2","0.700325800004066",39,39,1,2,0,1
0,1,"0","0.31704520000494085",39,39,1,0,1,0
3,1,"3","0.8839563000074122",39,39,1,3,1,1
2,0,"3","0.7339402999932645",39,39,0,2,0,1
2,0,"3","0.43441259999235626",39,39,0,2,0,1
2,0,"3","0.36692139999649953",39,39,0,2,0,1
2,0,"3","0.5671527000085916",39,39,0,2,0,1
1,1,"1","0.8194618999987142",39,39,1,1,0,0
3,0,"1","1.1340960999950767",39,39,0,3,1,1
2,0,"0","1.050689900002908",39,39,0,2,0,1
3,1,"3","0.9007168999960413",39,39,1,3,1,1
0,1,"0","0.40004019999469165",39,39,1,0,1,0
3,0,"0","1.68470410000009",39,39,0,3,1,1
1,0,"3","0.7671598000015365",39,39,0,1,0,0
0,1,"0","0.6672443999996176",39,39,1,0,1,0
0,1,"0","0.8171292999904836",39,39,1,0,1,0
3,1,"3","0.48383140000805724",39,39,1,3,1,1
1,1,"1","0.7506122999911895",39,39,1,1,0,0
0,1,"0","0.28637370000069495",39,39,1,0,1,0
1,1,"1","0.884049899992533",39,39,1,1,0,0
1,1,"1","0.7678178000060143",39,39,1,1,0,0
2,1,"2","0.7357718000130262",39,39,1,2,0,1
0,1,"0","0.3504720000055386",39,39,1,0,1,0
1,1,"1","1.0840287000028184",39,39,1,1,0,0
1,1,"1","0.5503278000105638",39,39,1,1,0,0
1,1,"1","0.6005302999983542",39,39,1,1,0,0
1,1,"1","0.48581450000347104",39,39,1,1,0,0
2,1,"2","0.6337567000009585",39,39,1,2,0,1
3,1,"3","0.23577729999669828",39,39,1,3,1,1
3,1,"3","0.43351909999910276",39,39,1,3,1,1
2,1,"2","0.6672917999967467",39,39,1,2,0,1
0,1,"0","0.2177014000044437",39,39,1,0,1,0
0,1,"0","0.21699359999911394",39,39,1,0,1,0
0,1,"0","0.16678989998763427",39,39,1,0,1,0
2,1,"2","1.2178215000021737",39,39,1,2,0,1
1,1,"1","0.567163800005801",39,39,1,1,0,0
3,1,"3","0.3334035000007134",39,39,1,3,1,1
3,0,"0","0.23361979999754112",39,39,0,3,1,1
3,1,"3","0.4339614999917103",39,39,1,3,1,1
