"stim_condition","acc","Response","RT","participant","Subject","Correct","Stimulus","Chanel1","Chanel2"
2,1,"2","1.267715899994073",35,35,1,2,0,1
1,1,"1","1.6180033999989973",35,35,1,1,0,0
2,0,"3","1.5847103000050993",35,35,0,2,0,1
3,0,"1","1.4010064999965834",35,35,0,3,1,1
1,1,"1","1.3179526000021724",35,35,1,1,0,0
0,0,"1","0.45025359999999637",35,35,0,0,1,0
3,0,"2","0.5679441999964183",35,35,0,3,1,1
0,0,"3","0.5167530000035185",35,35,0,0,1,0
3,1,"3","0.3336801000041305",35,35,1,3,1,1
3,1,"3","1.117565900000045",35,35,1,3,1,1
3,1,"3","0.88412220000464",35,35,1,3,1,1
3,1,"3","0.6004089000052772",35,35,1,3,1,1
3,1,"3","1.0359291000058874",35,35,1,3,1,1
0,0,"1","0.8841851000033785",35,35,0,0,1,0
2,0,"3","1.1509277000004658",35,35,0,2,0,1
0,0,"3","0.4170345999955316",35,35,0,0,1,0
2,0,"3","0.4502834000013536",35,35,0,2,0,1
1,1,"1","0.8174039000004996",35,35,1,1,0,0
2,0,"3","0.7503830000059679",35,35,0,2,0,1
2,0,"3","1.0350811000025715",35,35,0,2,0,1
3,1,"3","1.6514970999996876",35,35,1,3,1,1
0,0,"1","0.7675844000041252",35,35,0,0,1,0
2,0,"1","0.6007250000038766",35,35,0,2,0,1
2,1,"2","0.4169640000036452",35,35,1,2,0,1
1,1,"1","0.6839823999980581",35,35,1,1,0,0
2,0,"0","0.750519199995324",35,35,0,2,0,1
0,1,"0","0.48384350000560516",35,35,1,0,1,0
1,1,"1","0.7007840999940527",35,35,1,1,0,0
1,1,"1","0.25014850000297884",35,35,1,1,0,0
1,1,"1","0.3835851000039838",35,35,1,1,0,0
2,0,"3","0.5339351000002353",35,35,0,2,0,1
3,0,"2","1.701410699999542",35,35,0,3,1,1
3,1,"3","0.6185818999947514",35,35,1,3,1,1
1,1,"1","0.5499792999980855",35,35,1,1,0,0
0,0,"1","0.3002314000041224",35,35,0,0,1,0
3,0,"1","0.15028850000089733",35,35,0,3,1,1
1,1,"1","0.3166348000013386",35,35,1,1,0,0
3,1,"3","1.0175187999993796",35,35,1,3,1,1
1,1,"1","0.4837413999994169",35,35,1,1,0,0
2,0,"3","0.4670821000036085",35,35,0,2,0,1
0,1,"0","0.848709099998814",35,35,1,0,1,0
2,0,"0","1.686266999997315",35,35,0,2,0,1
3,1,"3","0.4818264999994426",35,35,1,3,1,1
2,0,"1","0.4497112000026391",35,35,0,2,0,1
0,1,"0","0.7504941000006511",35,35,1,0,1,0
1,1,"1","0.3497203000006266",35,35,1,1,0,0
1,1,"1","0.4650316999977804",35,35,1,1,0,0
2,0,"3","1.501462599997467",35,35,0,2,0,1
3,0,"1","0.39992200000415323",35,35,0,3,1,1
1,1,"1","0.4498149999999441",35,35,1,1,0,0
2,0,"1","0.5028230999960215",35,35,0,2,0,1
1,1,"1","0.9505218000049354",35,35,1,1,0,0
2,0,"3","1.0504340999978012",35,35,0,2,0,1
0,0,"1","1.0006202000004123",35,35,0,0,1,0
3,0,"1","1.5533960000029765",35,35,0,3,1,1
1,1,"1","0.8023137999989558",35,35,1,1,0,0
1,1,"1","1.0846575000032317",35,35,1,1,0,0
2,1,"2","0.8196124000023701",35,35,1,2,0,1
3,1,"3","0.9171599999972386",35,35,1,3,1,1
3,1,"3","0.9362806999997701",35,35,1,3,1,1
3,1,"3","1.0014231000022846",35,35,1,3,1,1
1,1,"1","1.1852718999944045",35,35,1,1,0,0
2,1,"2","0.8024469999945723",35,35,1,2,0,1
1,0,"3","1.885012500002631",35,35,0,1,0,0
0,1,"0","1.167396800010465",35,35,1,0,1,0
0,1,"0","0.6171662999986438",35,35,1,0,1,0
3,1,"3","0.8673024000017904",35,35,1,3,1,1
2,1,"2","0.985358100006124",35,35,1,2,0,1
2,1,"2","0.9840931999933673",35,35,1,2,0,1
3,1,"3","0.8674379000003682",35,35,1,3,1,1
0,0,"1","0.7007172999874456",35,35,0,0,1,0
1,0,"3","0.7669569999998203",35,35,0,1,0,0
2,1,"2","1.0345853000035277",35,35,1,2,0,1
0,1,"0","1.1344213999982458",35,35,1,0,1,0
2,1,"2","1.2508915999933379",35,35,1,2,0,1
2,1,"2","1.2347140999918338",35,35,1,2,0,1
3,1,"3","0.7171696000004886",35,35,1,3,1,1
2,1,"2","1.317747799999779",35,35,1,2,0,1
0,0,"2","1.5849431999959052",35,35,0,0,1,0
2,0,"3","0.6003878000046825",35,35,0,2,0,1
1,1,"1","0.9671115999954054",35,35,1,1,0,0
2,0,"3","0.9843503000010969",35,35,0,2,0,1
1,0,"3","1.7349711999995634",35,35,0,1,0,0
1,0,"3","1.1508433999988483",35,35,0,1,0,0
0,1,"0","0.8506234000087716",35,35,1,0,1,0
1,1,"1","0.7675183000101242",35,35,1,1,0,0
1,1,"1","1.0675259999989066",35,35,1,1,0,0
1,1,"1","0.6673324000003049",35,35,1,1,0,0
2,0,"3","0.7173945999966236",35,35,0,2,0,1
1,0,"2","0.5841912000032607",35,35,0,1,0,0
3,0,"2","0.41701710000052117",35,35,0,3,1,1
2,1,"2","0.38556619999872055",35,35,1,2,0,1
1,1,"1","0.9842893999884836",35,35,1,1,0,0
3,1,"3","0.4671224999910919",35,35,1,3,1,1
1,1,"1","1.317835699999705",35,35,1,1,0,0
2,0,"1","0.9005485000088811",35,35,0,2,0,1
3,1,"3","0.5838960999972187",35,35,1,3,1,1
2,1,"2","1.1677434000012",35,35,1,2,0,1
0,1,"0","0.8674763000017265",35,35,1,0,1,0
3,0,"2","1.3844589999935124",35,35,0,3,1,1
3,0,"2","0.8173276000015903",35,35,0,3,1,1
1,0,"2","0.767355400006636",35,35,0,1,0,0
3,0,"2","0.48358590000134427",35,35,0,3,1,1
2,1,"2","0.4837180000031367",35,35,1,2,0,1
1,0,"2","0.40022660000249743",35,35,0,1,0,0
3,0,"2","0.4171212000073865",35,35,0,3,1,1
2,1,"2","0.38403199998720083",35,35,1,2,0,1
2,1,"2","1.2009360000083689",35,35,1,2,0,1
3,1,"3","0.33378559999982826",35,35,1,3,1,1
3,1,"3","0.5669039000058547",35,35,1,3,1,1
2,0,"3","1.2338846999919042",35,35,0,2,0,1
3,1,"3","0.7006307000119705",35,35,1,3,1,1
2,0,"3","0.7505992999940645",35,35,0,2,0,1
0,0,"2","0.984234400006244",35,35,0,0,1,0
0,1,"0","0.8675132000062149",35,35,1,0,1,0
0,0,"2","0.9007486999907997",35,35,0,0,1,0
0,0,"2","1.1509651000087615",35,35,0,0,1,0
0,0,"3","0.8672387999977218",35,35,0,0,1,0
3,1,"3","0.31657280000217725",35,35,1,3,1,1
0,0,"1","1.2008926999988034",35,35,0,0,1,0
2,0,"3","1.0007704000017839",35,35,0,2,0,1
1,1,"1","1.117561899998691",35,35,1,1,0,0
1,1,"1","0.8004986000014469",35,35,1,1,0,0
1,1,"1","0.2335700999974506",35,35,1,1,0,0
2,0,"3","0.7005089999875054",35,35,0,2,0,1
1,0,"3","0.9338980000029551",35,35,0,1,0,0
0,0,"1","0.5507941000105347",35,35,0,0,1,0
1,0,"3","0.9840816999931121",35,35,0,1,0,0
1,0,"3","0.8340999000065494",35,35,0,1,0,0
3,1,"3","0.4506810000020778",35,35,1,3,1,1
0,0,"1","1.2009869000030449",35,35,0,0,1,0
0,0,"2","0.7174832000018796",35,35,0,0,1,0
2,1,"2","0.40017989999614656",35,35,1,2,0,1
0,0,"2","0.6338804999977583",35,35,0,0,1,0
1,1,"1","1.050867099998868",35,35,1,1,0,0
3,0,"1","0.33350640001299325",35,35,0,3,1,1
1,1,"1","1.0175220999954036",35,35,1,1,0,0
0,0,"1","0.35078300000168383",35,35,0,0,1,0
0,0,"1","0.2833368999999948",35,35,0,0,1,0
2,0,"3","0.9675425000023097",35,35,0,2,0,1
0,0,"3","0.33386610000161454",35,35,0,0,1,0
0,0,"1","0.4002022000058787",35,35,0,0,1,0
1,1,"1","0.6676720999967074",35,35,1,1,0,0
2,1,"2","1.9182224000105634",35,35,1,2,0,1
3,1,"3","0.6000629999907687",35,35,1,3,1,1
0,0,"3","0.9676535000035074",35,35,0,0,1,0
2,0,"3","0.4835196999920299",35,35,0,2,0,1
0,0,"3","0.7504832999984501",35,35,0,0,1,0
3,1,"3","0.6007148999924539",35,35,1,3,1,1
2,1,"2","1.2344755999947665",35,35,1,2,0,1
0,0,"3","0.9840476999961538",35,35,0,0,1,0
2,0,"1","0.7187466000032146",35,35,0,2,0,1
0,1,"0","1.3340565000107745",35,35,1,0,1,0
3,1,"3","0.5503931999992346",35,35,1,3,1,1
1,1,"1","1.6181018000061158",35,35,1,1,0,0
2,0,"3","0.7671257999900263",35,35,0,2,0,1
1,1,"1","0.7174082999990787",35,35,1,1,0,0
3,1,"3","0.6839872999989893",35,35,1,3,1,1
0,0,"1","0.5337370000052033",35,35,0,0,1,0
0,0,"1","1.2677433000062592",35,35,0,0,1,0
1,0,"3","0.28372020000824705",35,35,0,1,0,0
2,0,"1","0.45208639999327715",35,35,0,2,0,1
0,0,"3","0.46687270000984427",35,35,0,0,1,0
3,1,"3","0.6172029000008479",35,35,1,3,1,1
3,0,"1","0.31725579999329057",35,35,0,3,1,1
2,0,"3","0.5839315000048373",35,35,0,2,0,1
2,0,"3","0.30254940000304487",35,35,0,2,0,1
1,0,"3","0.4171182999998564",35,35,0,1,0,0
2,0,"3","0.20010509999701753",35,35,0,2,0,1
0,0,"1","0.6008056999999098",35,35,0,0,1,0
2,0,"1","0.46721630000683945",35,35,0,2,0,1
0,0,"3","0.46669960000144783",35,35,0,0,1,0
2,0,"1","0.41700249999121297",35,35,0,2,0,1
0,0,"3","0.5338185000000522",35,35,0,0,1,0
0,0,"1","0.433662399998866",35,35,0,0,1,0
2,0,"3","0.7840691000019433",35,35,0,2,0,1
0,1,"0","0.6501981000037631",35,35,1,0,1,0
1,0,"3","0.3501008000021102",35,35,0,1,0,0
3,0,"1","1.0676101999997627",35,35,0,3,1,1
3,1,"3","0.6840066000004299",35,35,1,3,1,1
1,1,"1","0.5504883999965386",35,35,1,1,0,0
2,1,"2","0.48397440000553615",35,35,1,2,0,1
3,1,"3","0.5003272999892943",35,35,1,3,1,1
2,0,"3","0.40001749999646563",35,35,0,2,0,1
2,0,"3","0.7005384999938542",35,35,0,2,0,1
2,1,"2","0.4004557999869576",35,35,1,2,0,1
0,0,"1","0.7007415999978548",35,35,0,0,1,0
1,0,"3","0.5170954000059282",35,35,0,1,0,0
0,0,"3","0.3169783999910578",35,35,0,0,1,0
0,1,"0","0.5340945000061765",35,35,1,0,1,0
1,1,"1","0.6174524999951245",35,35,1,1,0,0
3,0,"2","0.3168588999978965",35,35,0,3,1,1
2,0,"3","0.3672323999926448",35,35,0,2,0,1
3,1,"3","0.16877080000995193",35,35,1,3,1,1
0,0,"3","0.06672670000989456",35,35,0,0,1,0
1,1,"1","0.7843673000024864",35,35,1,1,0,0
0,0,"3","0.6672512000077404",35,35,0,0,1,0
2,1,"2","0.2833476000087103",35,35,1,2,0,1
1,1,"1","0.5005296000017552",35,35,1,1,0,0
2,1,"2","0.5505486000038218",35,35,1,2,0,1
1,1,"1","0.2172837999969488",35,35,1,1,0,0
3,1,"3","0.2335975000023609",35,35,1,3,1,1
1,0,"3","0.052358200002345257",35,35,0,1,0,0
1,1,"1","0.26685560001351405",35,35,1,1,0,0
1,1,"1","0.4002998999931151",35,35,1,1,0,0
2,1,"2","0.16769479999493342",35,35,1,2,0,1
0,0,"2","0.3005212999996729",35,35,0,0,1,0
2,1,"2","0.30018779999227263",35,35,1,2,0,1
1,0,"3","0.20020389999262989",35,35,0,1,0,0
2,1,"2","0.23341070000606123",35,35,1,2,0,1
2,1,"2","0.8508098000020254",35,35,1,2,0,1
3,1,"3","0.1501313999906415",35,35,1,3,1,1
1,1,"1","0.3503372999985004",35,35,1,1,0,0
1,0,"3","0.683966299999156",35,35,0,1,0,0
3,1,"3","0.38579360001313034",35,35,1,3,1,1
2,1,"2","1.034532699995907",35,35,1,2,0,1
2,1,"2","0.200172199998633",35,35,1,2,0,1
3,1,"3","0.2333238999999594",35,35,1,3,1,1
3,1,"3","0.19973569999274332",35,35,1,3,1,1
2,1,"2","0.28594639999209903",35,35,1,2,0,1
3,1,"3","0.5005117999971844",35,35,1,3,1,1
1,0,"3","0.18501529999775812",35,35,0,1,0,0
2,1,"2","0.40041249999194406",35,35,1,2,0,1
0,0,"3","0.3335685000056401",35,35,0,0,1,0
2,1,"2","0.3334773000096902",35,35,1,2,0,1
2,1,"2","0.4003203000029316",35,35,1,2,0,1
1,0,"3","0.38494650000939146",35,35,0,1,0,0
3,1,"3","0.6509390999999596",35,35,1,3,1,1
2,1,"2","0.21692230000917334",35,35,1,2,0,1
0,0,"2","0.3836977000028128",35,35,0,0,1,0
3,1,"3","0.18362669998896308",35,35,1,3,1,1
0,0,"3","0.6673026000062237",35,35,0,0,1,0
0,0,"3","0.5505401999980677",35,35,0,0,1,0
0,1,"0","0.2669841000024462",35,35,1,0,1,0
1,0,"3","0.2508343999943463",35,35,0,1,0,0
2,1,"2","0.917100600010599",35,35,1,2,0,1
0,0,"3","0.5840248000022257",35,35,0,0,1,0
3,0,"1","0.9014255999936722",35,35,0,3,1,1
1,1,"1","0.5504100999969523",35,35,1,1,0,0
2,1,"2","1.2845831000013277",35,35,1,2,0,1
0,0,"2","0.6837094000075012",35,35,0,0,1,0
2,1,"2","1.3011095999972895",35,35,1,2,0,1
3,1,"3","0.6504932999960147",35,35,1,3,1,1
2,1,"2","1.2024183000030462",35,35,1,2,0,1
0,0,"3","0.35023110000474844",35,35,0,0,1,0
1,0,"3","0.2837259000079939",35,35,0,1,0,0
1,0,"3","0.2677792999893427",35,35,0,1,0,0
2,0,"3","0.3670136000000639",35,35,0,2,0,1
2,0,"3","0.25039109999488574",35,35,0,2,0,1
2,1,"2","0.4336683000001358",35,35,1,2,0,1
1,0,"3","0.41681270000117365",35,35,0,1,0,0
0,1,"0","0.4336057000036817",35,35,1,0,1,0
0,1,"0","0.2004464000056032",35,35,1,0,1,0
0,1,"0","0.2667566999880364",35,35,1,0,1,0
0,1,"0","0.1835309000016423",35,35,1,0,1,0
3,1,"3","0.31704599999648053",35,35,1,3,1,1
0,1,"0","0.33386490000702906",35,35,1,0,1,0
3,1,"3","0.10004590000608005",35,35,1,3,1,1
3,1,"3","0.3670720999944024",35,35,1,3,1,1
3,1,"3","0.45016739999118727",35,35,1,3,1,1
0,1,"0","0.5337872999953106",35,35,1,0,1,0
0,1,"0","0.31689339999866206",35,35,1,0,1,0
2,0,"0","0.9003088000026764",35,35,0,2,0,1
0,1,"0","0.4163879999978235",35,35,1,0,1,0
0,1,"0","0.4501921999908518",35,35,1,0,1,0
1,1,"1","1.0841176999965683",35,35,1,1,0,0
1,1,"1","0.5330579999863403",35,35,1,1,0,0
2,1,"2","0.617210199998226",35,35,1,2,0,1
3,1,"3","0.39801530000113416",35,35,1,3,1,1
2,0,"3","0.49979410000378266",35,35,0,2,0,1
1,1,"1","0.2663186999998288",35,35,1,1,0,0
1,1,"1","0.43296629999531433",35,35,1,1,0,0
1,1,"1","0.28297070000553504",35,35,1,1,0,0
3,1,"3","0.43351930000062566",35,35,1,3,1,1
3,1,"3","0.38343560000066645",35,35,1,3,1,1
2,1,"2","0.40297650000138674",35,35,1,2,0,1
3,1,"3","0.2659207999968203",35,35,1,3,1,1
1,0,"3","0.334819099996821",35,35,0,1,0,0
0,0,"3","0.7665037999977358",35,35,0,0,1,0
3,1,"3","0.38350939999509137",35,35,1,3,1,1
2,0,"0","0.6834303000068758",35,35,0,2,0,1
2,0,"0","0.2813778999989154",35,35,0,2,0,1
0,1,"0","0.18320030000177212",35,35,1,0,1,0
0,1,"0","0.23131070000818",35,35,1,0,1,0
2,0,"3","0.21565490000648424",35,35,0,2,0,1
1,1,"1","0.6003029999992577",35,35,1,1,0,0
1,0,"3","0.5498955000075512",35,35,0,1,0,0
1,1,"1","0.5998632999981055",35,35,1,1,0,0
2,1,"2","0.34971570000925567",35,35,1,2,0,1
3,1,"3","0.30186040000990033",35,35,1,3,1,1
1,1,"1","0.48289670000667684",35,35,1,1,0,0
0,0,"2","0.49902540000039153",35,35,0,0,1,0
3,0,"2","0.5162409000040498",35,35,0,3,1,1
0,0,"3","0.4498881000035908",35,35,0,0,1,0
3,1,"3","0.9175948000047356",35,35,1,3,1,1
0,0,"1","0.9674984999874141",35,35,0,0,1,0
2,1,"2","1.0508887999894796",35,35,1,2,0,1
2,1,"2","0.6672820999956457",35,35,1,2,0,1
1,1,"1","0.9011624999984633",35,35,1,1,0,0
2,1,"2","0.36686599999666214",35,35,1,2,0,1
1,1,"1","0.3336990999960108",35,35,1,1,0,0
1,1,"1","0.2005191000062041",35,35,1,1,0,0
0,0,"2","0.25053489999845624",35,35,0,0,1,0
1,1,"1","0.33388900000136346",35,35,1,1,0,0
1,0,"3","0.6172420000075363",35,35,0,1,0,0
3,1,"3","0.21698700000706594",35,35,1,3,1,1
1,1,"1","0.8172753999970155",35,35,1,1,0,0
2,1,"2","0.4003279000025941",35,35,1,2,0,1
0,0,"3","0.6506476999929873",35,35,0,0,1,0
3,1,"3","0.1501952000107849",35,35,1,3,1,1
1,1,"1","0.618008400007966",35,35,1,1,0,0
1,0,"3","0.5335158000088995",35,35,0,1,0,0
2,1,"2","1.386068100007833",35,35,1,2,0,1
2,1,"2","1.4012407999980496",35,35,1,2,0,1
0,0,"2","0.5694917999935569",35,35,0,0,1,0
2,1,"2","0.4173125999950571",35,35,1,2,0,1
1,1,"1","0.8504567000054521",35,35,1,1,0,0
2,1,"2","1.5013704000011785",35,35,1,2,0,1
0,0,"3","1.0337748000019928",35,35,0,0,1,0
3,0,"1","0.33368709999194834",35,35,0,3,1,1
2,1,"2","0.600496099999873",35,35,1,2,0,1
3,0,"2","1.3178859000036027",35,35,0,3,1,1
2,1,"2","0.9171662000007927",35,35,1,2,0,1
1,1,"1","0.6505655000073602",35,35,1,1,0,0
3,1,"3","0.3832603999908315",35,35,1,3,1,1
3,1,"3","0.3503056000045035",35,35,1,3,1,1
0,0,"2","1.2010072999983095",35,35,0,0,1,0
0,1,"0","1.2860784999938915",35,35,1,0,1,0
0,1,"0","0.18345310000586323",35,35,1,0,1,0
2,0,"3","0.3836338999972213",35,35,0,2,0,1
1,0,"3","0.43351470000925474",35,35,0,1,0,0
3,1,"3","0.38341399999626447",35,35,1,3,1,1
1,0,"3","0.4337114000081783",35,35,0,1,0,0
0,0,"3","1.1177541999932146",35,35,0,0,1,0
2,1,"2","0.8175723000022117",35,35,1,2,0,1
1,0,"3","0.4504594000027282",35,35,0,1,0,0
1,1,"1","0.36687549999624025",35,35,1,1,0,0
2,1,"2","0.5005332000000635",35,35,1,2,0,1
3,1,"3","0.41677379999600817",35,35,1,3,1,1
1,1,"1","0.6507084000040777",35,35,1,1,0,0
0,0,"3","0.784036199998809",35,35,0,0,1,0
0,0,"3","0.2669622999965213",35,35,0,0,1,0
3,1,"3","1.8182333000004292",35,35,1,3,1,1
2,1,"2","1.9016283999953885",35,35,1,2,0,1
3,1,"3","0.50048259999312",35,35,1,3,1,1
2,1,"2","1.3845364000007976",35,35,1,2,0,1
3,1,"3","0.300208599990583",35,35,1,3,1,1
1,1,"1","0.7855067000054987",35,35,1,1,0,0
3,1,"3","0.23360289999982342",35,35,1,3,1,1
2,1,"2","0.3338296000001719",35,35,1,2,0,1
2,1,"2","0.2501531000016257",35,35,1,2,0,1
2,1,"2","0.5501506000000518",35,35,1,2,0,1
3,0,"1","0.41717630000493955",35,35,0,3,1,1
2,0,"3","0.5336898000095971",35,35,0,2,0,1
1,1,"1","0.2669633000041358",35,35,1,1,0,0
3,1,"3","0.28342809999594465",35,35,1,3,1,1
0,0,"1","0.684201199997915",35,35,0,0,1,0
3,1,"3","0.25011030001041945",35,35,1,3,1,1
1,1,"1","0.31696589999774005",35,35,1,1,0,0
3,1,"3","0.25170100000104867",35,35,1,3,1,1
1,0,"3","0.5506296000094153",35,35,0,1,0,0
3,1,"3","0.6171090999996522",35,35,1,3,1,1
1,1,"1","0.8671536000038031",35,35,1,1,0,0
3,1,"3","0.9506908000039402",35,35,1,3,1,1
0,1,"0","0.5687051999993855",35,35,1,0,1,0
2,1,"2","0.5675402999913786",35,35,1,2,0,1
2,1,"2","0.28367840001010336",35,35,1,2,0,1
1,1,"1","0.5171382000116864",35,35,1,1,0,0
1,1,"1","0.6333449999947334",35,35,1,1,0,0
3,0,"1","0.26673200000368524",35,35,0,3,1,1
1,1,"1","0.33345140000164974",35,35,1,1,0,0
3,0,"1","0.4504828000062844",35,35,0,3,1,1
1,1,"1","0.4001457999984268",35,35,1,1,0,0
3,1,"3","0.24983729999803472",35,35,1,3,1,1
1,1,"1","0.16671400000632275",35,35,1,1,0,0
2,1,"2","0.48371689999476075",35,35,1,2,0,1
2,1,"2","0.28483849999611266",35,35,1,2,0,1
1,1,"1","0.8842410999932326",35,35,1,1,0,0
2,1,"2","0.4170436999993399",35,35,1,2,0,1
3,1,"3","0.36688479999429546",35,35,1,3,1,1
0,0,"3","0.7006430000037653",35,35,0,0,1,0
0,1,"0","0.4670709999918472",35,35,1,0,1,0
0,1,"0","0.36688139999751",35,35,1,0,1,0
2,1,"2","0.6839592000033008",35,35,1,2,0,1
2,0,"3","0.8007051000022329",35,35,0,2,0,1
3,1,"3","0.702018500000122",35,35,1,3,1,1
1,1,"1","0.6671271999948658",35,35,1,1,0,0
3,1,"3","0.3835770000005141",35,35,1,3,1,1
0,0,"3","0.43355570000130683",35,35,0,0,1,0
0,0,"2","0.9174506999988807",35,35,0,0,1,0
2,1,"2","0.45037910000246484",35,35,1,2,0,1
0,0,"1","0.6505189000017708",35,35,0,0,1,0
0,1,"0","1.5847221999865724",35,35,1,0,1,0
1,0,"3","0.6838656000036281",35,35,0,1,0,0
1,0,"3","0.4666692000027979",35,35,0,1,0,0
1,0,"3","0.7675223000114784",35,35,0,1,0,0
3,1,"3","0.26678969999193214",35,35,1,3,1,1
1,1,"1","0.3505545000080019",35,35,1,1,0,0
3,1,"3","0.45035830000415444",35,35,1,3,1,1
3,1,"3","0.4504515000007814",35,35,1,3,1,1
1,1,"1","0.5341740000003483",35,35,1,1,0,0
1,0,"3","0.3514475999982096",35,35,0,1,0,0
3,1,"3","0.38377960000070743",35,35,1,3,1,1
2,0,"3","0.26688979999744333",35,35,0,2,0,1
3,1,"3","0.750109300002805",35,35,1,3,1,1
0,1,"0","0.967309200001182",35,35,1,0,1,0
0,1,"0","0.48556529999768827",35,35,1,0,1,0
1,1,"1","0.5339812000020174",35,35,1,1,0,0
2,1,"2","0.6505230999900959",35,35,1,2,0,1
1,1,"1","0.26873630000045523",35,35,1,1,0,0
1,0,"3","0.8009274999931222",35,35,0,1,0,0
3,1,"3","1.3178187000012258",35,35,1,3,1,1
3,1,"3","0.9672762000118382",35,35,1,3,1,1
2,0,"3","1.3179076999949757",35,35,0,2,0,1
1,1,"1","0.9173213000030955",35,35,1,1,0,0
0,0,"2","0.6194625999924028",35,35,0,0,1,0
1,1,"1","0.6337887999980012",35,35,1,1,0,0
3,1,"3","0.5171535999979824",35,35,1,3,1,1
1,1,"1","0.6340009999985341",35,35,1,1,0,0
0,0,"3","0.73373459999857",35,35,0,0,1,0
0,1,"0","0.4838659999950323",35,35,1,0,1,0
0,1,"0","1.3342749000003096",35,35,1,0,1,0
1,0,"3","0.2526648000057321",35,35,0,1,0,0
3,1,"3","0.4348407999932533",35,35,1,3,1,1
3,1,"3","0.7007923000055598",35,35,1,3,1,1
1,1,"1","0.5170625999890035",35,35,1,1,0,0
3,1,"3","0.5167218999995384",35,35,1,3,1,1
0,1,"0","0.6673118000035174",35,35,1,0,1,0
3,1,"3","0.2514278999879025",35,35,1,3,1,1
0,1,"0","1.117782300003455",35,35,1,0,1,0
0,0,"3","0.6839188000012655",35,35,0,0,1,0
3,1,"3","0.6008303999988129",35,35,1,3,1,1
0,0,"3","0.48353949999727774",35,35,0,0,1,0
0,0,"1","0.30015799999819137",35,35,0,0,1,0
1,1,"1","0.3346151000005193",35,35,1,1,0,0
0,0,"3","0.867615700000897",35,35,0,0,1,0
3,1,"3","0.7338290999905439",35,35,1,3,1,1
0,0,"3","0.45058059999428224",35,35,0,0,1,0
1,1,"1","0.717297299997881",35,35,1,1,0,0
2,1,"2","1.334375899998122",35,35,1,2,0,1
3,1,"3","0.6840349999984028",35,35,1,3,1,1
2,0,"1","0.6341369000001578",35,35,0,2,0,1
0,0,"3","0.5503976000036346",35,35,0,0,1,0
2,0,"3","0.4336851999978535",35,35,0,2,0,1
1,1,"1","1.2676544999994803",35,35,1,1,0,0
1,0,"3","0.5169317000109004",35,35,0,1,0,0
1,0,"3","0.8840379000030225",35,35,0,1,0,0
1,0,"3","0.6008299999957671",35,35,0,1,0,0
0,0,"3","0.5670583000028273",35,35,0,0,1,0
3,1,"3","0.35030689999985043",35,35,1,3,1,1
1,0,"3","0.4007603000063682",35,35,0,1,0,0
2,1,"2","0.6839103999955114",35,35,1,2,0,1
0,0,"2","0.5670737000036752",35,35,0,0,1,0
0,0,"3","0.5189490000047954",35,35,0,0,1,0
1,1,"1","0.5671216000046115",35,35,1,1,0,0
0,0,"3","0.33391330001177266",35,35,0,0,1,0
1,1,"1","0.8506034000020009",35,35,1,1,0,0
2,1,"2","0.48397689999546856",35,35,1,2,0,1
3,1,"3","0.5504959999962011",35,35,1,3,1,1
0,0,"2","1.2510635999933584",35,35,0,0,1,0
3,1,"3","0.9170745000010356",35,35,1,3,1,1
1,0,"3","0.2668507999915164",35,35,0,1,0,0
2,1,"2","0.33339089999208227",35,35,1,2,0,1
0,0,"3","0.6674551000032807",35,35,0,0,1,0
0,0,"3","0.5001001000055112",35,35,0,0,1,0
3,0,"1","0.4669800999981817",35,35,0,3,1,1
3,1,"3","0.5673757000040496",35,35,1,3,1,1
1,1,"1","0.8840075000043726",35,35,1,1,0,0
1,1,"1","0.3168603000085568",35,35,1,1,0,0
3,1,"3","0.7189625999890268",35,35,1,3,1,1
1,1,"1","0.7172465000039665",35,35,1,1,0,0
0,0,"3","1.134297399999923",35,35,0,0,1,0
1,0,"3","0.4170187999989139",35,35,0,1,0,0
1,0,"3","0.6337628000037512",35,35,0,1,0,0
1,1,"1","0.3502911999967182",35,35,1,1,0,0
1,1,"1","0.734220300000743",35,35,1,1,0,0
3,1,"3","0.40011000000231434",35,35,1,3,1,1
0,0,"2","0.5170881000085501",35,35,0,0,1,0
3,1,"3","0.40040879999287426",35,35,1,3,1,1
3,1,"3","1.0344161000102758",35,35,1,3,1,1
1,0,"3","0.40215369999350514",35,35,0,1,0,0
1,1,"1","0.5854185000061989",35,35,1,1,0,0
0,1,"0","1.317678799998248",35,35,1,0,1,0
0,1,"0","0.35007660000701435",35,35,1,0,1,0
2,1,"2","0.6171331000077771",35,35,1,2,0,1
1,1,"1","0.6172169999917969",35,35,1,1,0,0
0,1,"0","0.5336593999963952",35,35,1,0,1,0
2,1,"2","1.1973429000063334",35,35,1,2,0,1
3,1,"3","0.7170246000023326",35,35,1,3,1,1
0,0,"1","0.4009714999992866",35,35,0,0,1,0
1,0,"3","0.31681219999154564",35,35,0,1,0,0
3,1,"3","1.0004334999975981",35,35,1,3,1,1
0,0,"3","0.5671977000019979",35,35,0,0,1,0
1,0,"3","0.8174182000075234",35,35,0,1,0,0
1,0,"3","1.201099300000351",35,35,0,1,0,0
1,1,"1","1.0172168999997666",35,35,1,1,0,0
3,1,"3","0.30040849999932107",35,35,1,3,1,1
1,0,"3","0.5502562000037869",35,35,0,1,0,0
2,0,"3","0.33358449999650475",35,35,0,2,0,1
2,0,"3","0.3346823000028962",35,35,0,2,0,1
